"global_step","Group: general-distillation - _step","Group: general-distillation - _step__MIN","Group: general-distillation - _step__MAX","Group: general-distillation - rep_loss","Group: general-distillation - rep_loss__MIN","Group: general-distillation - rep_loss__MAX","Group: general-distillation-attn - _step","Group: general-distillation-attn - _step__MIN","Group: general-distillation-attn - _step__MAX","Group: general-distillation-attn - rep_loss","Group: general-distillation-attn - rep_loss__MIN","Group: general-distillation-attn - rep_loss__MAX","Group: general-distillation-rep - _step","Group: general-distillation-rep - _step__MIN","Group: general-distillation-rep - _step__MAX","Group: general-distillation-rep - rep_loss","Group: general-distillation-rep - rep_loss__MIN","Group: general-distillation-rep - rep_loss__MAX"
"507","4082.5","4075","4090","36.845561501508776","36.83574179296933","36.85135834033672","4082.5","4075","4090","91.57031994321362","91.56994660619885","91.57133813563036","4082.5","4075","4090","36.7420148173287","36.73211755043219","36.747930247050064"
"509","4098.5","4091","4106","36.80990448764571","36.803375100926736","36.816854565231885","4098.5","4091","4106","91.57192025492483","91.57141507422938","91.57233628289548","4098.5","4091","4106","36.706145527348106","36.69953070023225","36.71317516874384"
"511","4114.5","4107","4122","36.777882828279694","36.770482449578665","36.7864314189979","4114.5","4107","4122","91.5716531949137","91.57135175950457","91.5719602969692","4114.5","4107","4122","36.6738395288863","36.66636756955596","36.68246247087206"
"513","4130.5","4123","4138","36.751432495561154","36.74745468269097","36.75729687049471","4130.5","4123","4138","91.57062101838315","91.57006599693258","91.57097443963727","4130.5","4123","4138","36.647158336053906","36.6431174859768","36.65306773267943"
"515","4146.5","4139","4154","36.71899511737546","36.7099303103716","36.726407897472384","4146.5","4139","4154","91.57150362217274","91.57120210167771","91.57196756216196","4146.5","4139","4154","36.614386962265556","36.6052805074056","36.62185901403427"
"517","4162.5","4155","4170","36.68853291627604","36.68366762708647","36.6946945766668","4162.5","4155","4170","91.57203072323796","91.57173381444827","91.5724310049185","4162.5","4155","4170","36.58369069146483","36.57876535015996","36.58990864211099"
"519","4178.5","4171","4186","36.66119611480574","36.65338007731433","36.6685563698411","4178.5","4171","4186","91.572067631901","91.57142719547923","91.57244905512384","4178.5","4171","4186","36.55610651653615","36.54823969234287","36.56353545933962"
"521","4194.5","4187","4202","36.63451639194848","36.62803058642076","36.64180627374938","4194.5","4187","4202","91.57155480768581","91.57134742306587","91.5718040144544","4194.5","4187","4202","36.52921770397303","36.52266745830005","36.53657381823569"
"523","4210.5","4203","4218","36.60513386974309","36.5983776600925","36.612167344373816","4210.5","4203","4218","91.5718649356409","91.57154527777406","91.57204541010091","4210.5","4203","4218","36.49957132279313","36.49274902482089","36.50666229514515"
"525","4226.5","4219","4234","36.5778686883613","36.56930231102763","36.58419566495078","4226.5","4219","4234","91.57146166736791","91.5711078254544","91.57196413956025","4226.5","4219","4234","36.47207192314353","36.46345885692714","36.4784389087132"
"527","4242.5","4235","4250","36.551697627530466","36.545485211317626","36.55701703826586","4242.5","4235","4250","91.57115458031647","91.57066245017646","91.57140802454066","4242.5","4235","4250","36.44569397279939","36.439409306647946","36.45108640193939"
"529","4258.5","4251","4266","36.524354797567405","36.51773704738792","36.532092429496146","4258.5","4251","4266","91.57119795826254","91.5708535039747","91.57162955293687","4258.5","4251","4266","36.418156775996096","36.411525395435525","36.42593174689525"
"531","4274.5","4267","4282","36.49589486913744","36.49078917638932","36.50074465651261","4274.5","4267","4282","91.57142009526818","91.57110906599398","91.57167388890919","4274.5","4267","4282","36.38955526067301","36.384411394257164","36.394454858805005"
"533","4290.5","4283","4298","36.468594928409836","36.46237821722446","36.475583935395264","4290.5","4283","4298","91.57202394481035","91.57176207273434","91.57229399737902","4290.5","4283","4298","36.36208414624181","36.35581071359811","36.369122884212395"
"535","4306.5","4299","4314","36.443118814925164","36.437840288670365","36.44766452610493","4306.5","4299","4314","91.5720829672468","91.57170040714317","91.57241708040237","4306.5","4299","4314","36.336438909823734","36.331104078256026","36.341030889749526"
"537","4322.5","4315","4330","36.41452050584987","36.4076806293364","36.42264983712173","4322.5","4315","4330","91.57254463216404","91.57208834624872","91.57282890551018","4322.5","4315","4330","36.30764021494945","36.3007547195998","36.31582085969971"
"539","4338.5","4331","4346","36.388560407273175","36.383006948508964","36.394850080921536","4338.5","4331","4346","91.57257594604368","91.57233695558456","91.57284660676939","4338.5","4331","4346","36.281429333203505","36.27582233981932","36.287772763343085"
"541","4354.5","4347","4362","36.36050768343678","36.355058029690376","36.36593026061391","4354.5","4347","4362","91.57278595957197","91.57247157474215","91.57296461996914","4354.5","4347","4362","36.25319745187184","36.247699748518485","36.25865694256716"
"543","4370.5","4363","4378","36.33675837489733","36.331976088351624","36.341772976246745","4370.5","4363","4378","91.5726073886969","91.57232761047491","91.57287555992181","4370.5","4363","4378","36.229206793182875","36.22436683209782","36.23428217389367"
"545","4386.5","4379","4394","36.31177524692512","36.30696696907384","36.31742082701789","4386.5","4379","4394","91.57263522662166","91.5721952772632","91.5729021894339","4386.5","4379","4394","36.204022040884226","36.199166935661815","36.20972900390625"
"547","4402.5","4395","4410","35.3325206066244","35.29315345518051","35.365380455465875","4402.5","4395","4410","91.53490917343316","91.5272685459682","91.54513943579889","4402.5","4395","4410","35.214659549600846","35.17481108634703","35.24784507751465"
"549","4418.5","4411","4426","35.2249349915852","35.20612414677938","35.24397923396184","4418.5","4411","4426","91.53797427999564","91.53146430424282","91.54485766092937","4418.5","4411","4426","35.10688462487641","35.08795722325643","35.1260966521043"
"551","4434.5","4427","4442","35.15747430672428","35.13534576591404","35.18629322281803","4434.5","4427","4442","91.55512340109178","91.5475936338126","91.56104725804822","4434.5","4427","4442","35.03906098909699","35.017051521388964","35.067591839526074"
"553","4450.5","4443","4458","35.144631627557864","35.13661769398472","35.15231326447815","4450.5","4443","4458","91.5513483806617","91.54913077866736","91.55459270646087","4450.5","4443","4458","35.0260293226359","35.0181618071439","35.033691566531395"
"555","4466.5","4459","4474","35.13142732993647","35.12306807345192","35.1388324631585","4466.5","4459","4474","91.55114395060467","91.54873689015706","91.55410874129942","4466.5","4459","4474","35.013109365512776","35.00460951120262","35.02036820517646"
"557","4482.5","4475","4490","35.12889902970685","35.12199399724353","35.13434798629196","4482.5","4475","4490","91.54453257179102","91.54284026130797","91.54710957155389","4482.5","4475","4490","35.010442028456154","35.00348247762499","35.01591358487568"
"559","4498.5","4491","4506","35.09871999894779","35.0914923765949","35.1060641895641","4498.5","4491","4506","91.54478609589144","91.5425094054626","91.54718171598766","4498.5","4491","4506","34.98007757202056","34.97282710922099","34.98752166894064"
"561","4514.5","4507","4522","35.070000055549656","35.06175318699257","35.07744940121969","4514.5","4507","4522","91.5418661893424","91.54062398274739","91.54366646560968","4514.5","4507","4522","34.95136362772938","34.943215403837314","34.95873115857442"
"563","4530.5","4523","4538","35.04859111373785","35.044114993424365","35.05231559402951","4530.5","4523","4538","91.54080114064463","91.53878450727129","91.54207547274503","4530.5","4523","4538","34.92983935266145","34.92535880218399","34.93359317038169"
"565","4546.5","4539","4554","35.01991438489658","35.012851153047855","35.02474067085668","4546.5","4539","4554","91.54039797808822","91.53953583933675","91.54133487442165","4546.5","4539","4554","34.90116884130588","34.89406431431307","34.90597647114804"
"567","4562.5","4555","4570","34.9930884715419","34.99027654375349","34.99720024991814","4562.5","4555","4570","91.54339044875839","91.54188872334625","91.5443401168868","4562.5","4555","4570","34.87433603152468","34.871485007149836","34.878505469076"
"569","4578.5","4571","4586","34.98319100975178","34.98035392657851","34.985295678205034","4578.5","4571","4586","91.540156630917","91.53909118492983","91.5414444217837","4578.5","4571","4586","34.864419184063145","34.8616346964022","34.866514542523554"
"571","4594.5","4587","4602","34.95563856990855","34.953145547765466","34.95881415959308","4594.5","4587","4602","91.54246026751406","91.54199444121944","91.5431745369446","4594.5","4587","4602","34.8367103198402","34.83420794943105","34.839935892537945"
"573","4610.5","4603","4618","34.94230379144907","34.93972894569552","34.948000801934135","4610.5","4603","4618","91.54182279348747","91.54084265673602","91.54244388589012","4610.5","4603","4618","34.82316061886647","34.820547593606484","34.828892946243286"
"575","4626.5","4619","4634","34.92578940824322","34.919801819548475","34.93149333986743","4626.5","4619","4634","91.54059402942336","91.53993101465677","91.54169650466059","4626.5","4619","4634","34.80646423620911","34.80041343832315","34.81225480704472"
"577","4642.5","4635","4650","34.8905434680436","34.882783792533125","34.8972536594637","4642.5","4635","4650","91.54498350965956","91.54418553075483","91.54595368329217","4642.5","4635","4650","34.77086898854138","34.76311409894158","34.77761332450375"
"579","4658.5","4651","4666","34.87400074889572","34.87195124898387","34.8753512748202","4658.5","4651","4666","91.54383292896229","91.54312664896085","91.5445785666957","4658.5","4651","4666","34.75420925828712","34.75210692825458","34.75560425179667"
"581","4674.5","4667","4682","34.85880805397692","34.85402606466542","34.864084461757116","4674.5","4667","4682","91.54178668107077","91.54134605300258","91.54219579187577","4674.5","4667","4682","34.73888195193659","34.73399499644404","34.74421065194266"
"583","4690.5","4683","4698","34.835047617628646","34.82646162231043","34.8404192860062","4690.5","4683","4698","91.54248316963687","91.54186479702443","91.54325387819596","4690.5","4683","4698","34.71485515966391","34.706214288903226","34.720234916016864"
"585","4706.5","4699","4714","34.800806168800705","34.79386581277623","34.807674573018","4706.5","4699","4714","91.54649687571867","91.54560728562184","91.54744883091846","4706.5","4699","4714","34.68036836528279","34.6733640393181","34.68727188843947"
"587","4722.5","4715","4730","34.777088089163065","34.76919287327683","34.78575223248179","4722.5","4715","4730","91.54708380939506","91.54634917654643","91.54814240323054","4722.5","4715","4730","34.65663263289536","34.64871287452482","34.66532908416376"
"589","4738.5","4731","4746","34.745615997592836","34.736508338244505","34.751184995784314","4738.5","4731","4746","91.55008763829382","91.54917250123135","91.55120326512908","4738.5","4731","4746","34.624962103419946","34.61583206968999","34.63059495493423"
"591","4754.5","4747","4762","34.71747479633147","34.71175838652111","34.722942468855116","4754.5","4747","4762","91.55082024848082","91.55011397624703","91.55144246770531","4754.5","4747","4762","34.59674713583695","34.591005263036614","34.60227722856734"
"593","4770.5","4763","4778","34.695095682123416","34.68625882582683","34.702120020034464","4770.5","4763","4778","91.5509220807351","91.55022356554431","91.55178475442194","4770.5","4763","4778","34.57421836377303","34.565326499192935","34.581272437217386"
"595","4786.5","4779","4794","34.67373069262001","34.668248719141296","34.67719646862575","4786.5","4779","4794","91.5505905113318","91.55032476914667","91.55085464706994","4786.5","4779","4794","34.55271499178784","34.547185216631206","34.55624224458422"
"597","4802.5","4795","4810","34.64807905084341","34.644672609811806","34.651505629221596","4802.5","4795","4810","91.55248269693347","91.55198165397782","91.55276678131848","4802.5","4795","4810","34.526883354407","34.52344153760428","34.53035965386559"
"599","4818.5","4811","4826","34.63297367290018","34.629489075556705","34.63538323433746","4818.5","4811","4826","91.5506468155243","91.55023808661646","91.55140905043658","4818.5","4811","4826","34.51149145244855","34.50792152201217","34.513948603974825"
"601","4834.5","4827","4842","34.613940297831384","34.60593974790093","34.62009332830256","4834.5","4827","4842","91.55074416015974","91.55029753083416","91.55136703405967","4834.5","4827","4842","34.4922072893857","34.484146606189576","34.49840794259852"
"603","4850.5","4843","4858","34.58585357349783","34.579329234496676","34.591989722168236","4850.5","4843","4858","91.55238327893244","91.55202336060374","91.55281201046776","4850.5","4843","4858","34.46394609081379","34.45739758233294","34.47011647098943"
"605","4866.5","4859","4874","34.56501017265633","34.56285150165598","34.56731515011545","4866.5","4859","4874","91.55218799583527","91.55149598156521","91.55287761385479","4866.5","4859","4874","34.44291904483412","34.440755746558715","34.4452515517251"
"607","4882.5","4875","4890","34.55097664573068","34.546903953166925","34.55594565438442","4882.5","4875","4890","91.55126503317442","91.55070292571428","91.55166890070988","4882.5","4875","4890","34.42882387284928","34.4247207314077","34.43380842247947"
"609","4898.5","4891","4906","34.52916711626519","34.523295310235795","34.5356952879164","4898.5","4891","4906","91.5518026565731","91.5514184925448","91.55232315138348","4898.5","4891","4906","34.40684629997873","34.400965190003696","34.41339724593692"
"611","4914.5","4907","4922","34.5126185942733","34.5093963098752","34.51533853640923","4914.5","4907","4922","91.55104258129707","91.55081175311481","91.55128076259906","4914.5","4907","4922","34.3901592254652","34.38690553999625","34.39292761362516"
"613","4930.5","4923","4938","34.49154766216083","34.48810330858555","34.49582899328488","4930.5","4923","4938","91.55201233463148","91.55170396292309","91.55235628349837","4930.5","4923","4938","34.36893671280436","34.3654607195534","34.3732625121501"
"615","4946.5","4939","4954","34.4743667059745","34.4705667939297","34.47816787422567","4946.5","4939","4954","91.55112361108563","91.55088612663187","91.55142379255304","4946.5","4939","4954","34.351556647089765","34.347702531353946","34.35541834001956"
"617","4962.5","4955","4970","34.45862346563726","34.45245372108791","34.46440844636568","4962.5","4955","4970","91.55078394476259","91.55041603303292","91.55107735011889","4962.5","4955","4970","34.33562753227125","34.32941883584727","34.34146591307412"
"619","4978.5","4971","4986","34.43722351750061","34.43273609932056","34.44040485440868","4978.5","4971","4986","91.55092597635736","91.55064657403818","91.55135412085546","4978.5","4971","4986","34.31407939078822","34.30955729802987","34.317309526547994"
"621","4994.5","4987","5002","34.421586673888484","34.41810110648342","34.42526608626048","4994.5","4987","5002","91.54902362540258","91.54877104932325","91.54930696123671","4994.5","4987","5002","34.29826192251165","34.29474416478266","34.301991628011066"
"623","5010.5","5003","5018","34.40662378548121","34.40341692957385","34.40999510845581","5010.5","5003","5018","91.54825665616882","91.54789961785701","91.5486367584823","5010.5","5003","5018","34.283144151248315","34.27990943217335","34.28655396808278"
"625","5026.5","5019","5034","34.387787955188564","34.382703286022576","34.3915100534914","5026.5","5019","5034","91.54799763447222","91.54766446267791","91.54833455025395","5026.5","5019","5034","34.26417895125425","34.259040283728055","34.2679397251295"
"627","5042.5","5035","5050","34.36709146104418","34.36224404807131","34.37222592183101","5042.5","5035","5050","91.54835229172608","91.54811662375882","91.5485758879938","5042.5","5035","5050","34.24329712218617","34.2384157304451","34.248466706570284"
"629","5058.5","5051","5066","34.34924327934552","34.34273625343306","34.35563408897584","5058.5","5051","5066","91.54805817345203","91.54745410491508","91.54862213134766","5058.5","5051","5066","34.22529130637288","34.21876014317493","34.23172319366271"
"631","5074.5","5067","5082","34.327740907132394","34.323111914894795","34.331774192697864","5074.5","5067","5082","91.54844060315213","91.54816840250533","91.54870392451122","5074.5","5067","5082","34.20368840438618","34.19903704140403","34.20774234182694"
"633","5090.5","5083","5098","34.3065280388287","34.30326048736464","34.31100391930547","5090.5","5083","5098","91.54856275709463","91.54834163985925","91.54891284797488","5090.5","5083","5098","34.18233954936608","34.17903833856969","34.18683865700645"
"635","5106.5","5099","5114","34.2885339930448","34.283496697633275","34.29230364119069","5106.5","5099","5114","91.54814420692911","91.54790084167097","91.54842988014884","5106.5","5099","5114","34.16422994080272","34.15913910431693","34.168040599715845"
"637","5122.5","5115","5130","33.2491934192983","33.21913236730239","33.28293228149414","5122.5","5115","5130","91.59574408646996","91.58633375167847","91.61118636592742","5122.5","5115","5130","33.11743488054619","33.087197584264416","33.15121604919434"
"639","5138.5","5131","5146","33.30768991798191","33.28918711344401","33.32461728182706","5138.5","5131","5146","91.57484265226049","91.56876450878079","91.57989003706952","5138.5","5131","5146","33.17637068744108","33.15758366054959","33.19336648420854"
"641","5154.5","5147","5162","33.26677294675574","33.254005714699076","33.288451904946186","5154.5","5147","5162","91.5699517241997","91.56398976102788","91.57317342875916","5154.5","5147","5162","33.135839992728165","33.12303875110768","33.15752619885384"
"643","5170.5","5163","5178","33.25257684471482","33.2429399172465","33.26572012901306","5170.5","5163","5178","91.57392137966866","91.5722900660692","91.57533906951664","5170.5","5163","5178","33.12166133037297","33.11204662322998","33.134816374097554"
"645","5186.5","5179","5194","33.25233866206307","33.24403456192982","33.26197567365028","5186.5","5179","5194","91.57232275735689","91.56961534512753","91.57484420464964","5186.5","5179","5194","33.12140865472295","33.11303114589256","33.131100433551715"
"647","5202.5","5195","5210","33.22672455963863","33.21114977923307","33.240586625768785","5202.5","5195","5210","91.5746057463196","91.57206011833028","91.5771427154541","5202.5","5195","5210","33.09572133924747","33.08013367652893","33.109635089306124"
"649","5218.5","5211","5226","33.232719327878364","33.228333548612376","33.24023553757441","5218.5","5211","5226","91.57106914717662","91.56947845020933","91.57286958916242","5218.5","5211","5226","33.1016457521205","33.09730087102846","33.10916277567546"
"651","5234.5","5227","5242","33.218826114976","33.21264637538365","33.22632598876953","5234.5","5227","5242","91.56871842270495","91.56607232882281","91.57037559884493","5234.5","5227","5242","33.08784870861611","33.08167554115762","33.09535892366424"
"653","5250.5","5243","5258","33.20337817002395","33.19961025521106","33.20681976673851","5250.5","5243","5258","91.56851426268112","91.56767213003975","91.56987824456851","5250.5","5243","5258","33.07223004142734","33.06847049996204","33.07567292900496"
"655","5266.5","5259","5274","33.19596895501766","33.19042972348771","33.19994233097238","5266.5","5259","5274","91.56454679828079","91.56372160789294","91.56672929462634","5266.5","5259","5274","33.06497092377881","33.05948349814745","33.06891897990572"
"657","5282.5","5275","5290","33.1825737867298","33.175788752970846","33.188027558089004","5282.5","5275","5290","91.56290728261185","91.56191475160661","91.56377971550229","5282.5","5275","5290","33.05152713710601","33.044755534411166","33.05698331010656"
"659","5298.5","5291","5306","33.168857883766364","33.16035628754538","33.17701751605885","5298.5","5291","5306","91.56060356182527","91.55933567768818","91.56207392919157","5298.5","5291","5306","33.03762231516492","33.029123804276665","33.0458330102869"
"661","5314.5","5307","5322","33.13647784608321","33.12626479382088","33.14581850528717","5314.5","5307","5322","91.56519145443679","91.56339723197975","91.56681382223134","5314.5","5307","5322","33.00522749372096","32.99504942813162","33.01454300403595"
"663","5330.5","5323","5338","33.1249144605004","33.120964363888575","33.127582290156056","5330.5","5323","5338","91.56537852400324","91.56502182842934","91.56601762771606","5330.5","5323","5338","32.993472849094466","32.989512104171894","32.996203363079395"
"665","5346.5","5339","5354","33.1093491384002","33.10431041598071","33.116687227939735","5346.5","5339","5354","91.56561332397789","91.56473764399047","91.56614457459008","5346.5","5339","5354","32.977723102341","32.97263792910008","32.98510633254873"
"667","5362.5","5355","5370","33.10468771291067","33.100697717088075","33.10764370461504","5362.5","5355","5370","91.56240552119921","91.56173250431527","91.56323609813568","5362.5","5355","5370","32.97281342413201","32.96877271648489","32.97581570229693"
"669","5378.5","5371","5386","33.087468165179274","33.084068181563396","33.09092824025588","5378.5","5371","5386","91.56349081704995","91.56302979834994","91.56403161156818","5378.5","5371","5386","32.9554653805115","32.9520338585735","32.95896258498683"
"671","5394.5","5387","5402","33.07813204207319","33.069783735773704","33.0847011259624","5394.5","5387","5402","91.5618382611175","91.56054631641933","91.56351201127215","5394.5","5387","5402","32.945969859809026","32.93766975070541","32.95254568031856"
"673","5410.5","5403","5418","33.05856871934287","33.05327809190829","33.06178474745224","5410.5","5403","5418","91.56393450104858","91.56331691933316","91.56450235784742","5410.5","5403","5418","32.92638336284706","32.92113850576285","32.92958491143574"
"675","5426.5","5419","5434","33.04014900327007","33.03671791482606","33.0413142192136","5426.5","5419","5434","91.56355998526311","91.56265246830763","91.56452718147865","5426.5","5419","5434","32.908034155349405","32.90460638783534","32.90923267716815"
"677","5442.5","5435","5450","33.02325536188846","33.02015537273384","33.02644410075211","5442.5","5435","5450","91.56264496691745","91.56209370915829","91.56299827403592","5442.5","5435","5450","32.89104609261435","32.88794273102355","32.89424330432241"
"679","5458.5","5451","5466","33.00834338992783","33.00326640371917","33.012036205027144","5458.5","5451","5466","91.56207106340712","91.56165413472844","91.56246080032284","5458.5","5451","5466","32.87605746658389","32.870949491498145","32.879764766362364"
"681","5474.5","5467","5482","32.99374109160886","32.98949830733463","32.99801555056843","5474.5","5467","5482","91.56218396925453","91.5616244586703","91.56284340613527","5474.5","5467","5482","32.86140146710326","32.8571094726022","32.86570541339509"
"683","5490.5","5483","5498","32.97038873832769","32.96755088448058","32.9750444305704","5490.5","5483","5498","91.56354230156201","91.5626086066751","91.56449633465698","5490.5","5483","5498","32.837885791375996","32.83502276344747","32.84256499878904"
"685","5506.5","5499","5514","32.95390087146869","32.95006262166927","32.95690869311897","5506.5","5499","5514","91.56352328648367","91.56323214145365","91.5637695945088","5506.5","5499","5514","32.82139003993342","32.81752817920212","32.82440048091266"
"687","5522.5","5515","5530","32.94149864576302","32.93713909796429","32.94525135511868","5522.5","5515","5530","91.56246937667775","91.56210619515747","91.56281839575992","5522.5","5515","5530","32.808966474795874","32.80459490522438","32.81274483632866"
"689","5538.5","5531","5546","32.927113718977886","32.92455418609937","32.930347779614344","5538.5","5531","5546","91.56152954248867","91.56095335710353","91.5619869951932","5538.5","5531","5546","32.79449132699516","32.79195475882202","32.79769014329315"
"691","5554.5","5547","5562","32.91216482528657","32.90910425452547","32.91574472087466","5554.5","5547","5562","91.56195627190276","91.5615912009412","91.56219797942597","5554.5","5547","5562","32.779484810539586","32.776406888056066","32.783082167487954"
"693","5570.5","5563","5578","32.90016568666607","32.89592161652337","32.902745403741534","5570.5","5563","5578","91.56093297678827","91.5603617405247","91.5615170768888","5570.5","5563","5578","32.767399311826054","32.76316063347439","32.769991734571626"
"695","5586.5","5579","5594","32.88404758885505","32.88200844347414","32.88748328799293","5586.5","5579","5594","91.5613117577652","91.56082806692959","91.56162064816772","5586.5","5579","5594","32.75115755376677","32.74913114765884","32.754613408083635"
"697","5602.5","5595","5610","32.87553189523321","32.871044978845255","32.880787259242574","5602.5","5595","5610","91.56016850544754","91.55973797938863","91.56055304344665","5602.5","5595","5610","32.742549689951474","32.738044944709294","32.74781261702053"
"699","5618.5","5611","5626","32.86576002152052","32.86414203400943","32.86729856347849","5618.5","5611","5626","91.5589955948669","91.55844633812998","91.55995420425657","5618.5","5611","5626","32.73266072228012","32.73102753776528","32.73420366279692"
"701","5634.5","5627","5642","32.85235488457357","32.851454721242895","32.85428379498995","5634.5","5627","5642","91.55958460103852","91.55930026826404","91.56014009354897","5634.5","5627","5642","32.71922091253001","32.71831404699533","32.721169350697444"
"703","5650.5","5643","5658","32.83350109123485","32.8292243574997","32.838418990818425","5650.5","5643","5658","91.56048330960726","91.56006527301547","91.56094038706424","5650.5","5643","5658","32.70034104339119","32.69607487093339","32.70526242967862"
"705","5666.5","5659","5674","32.818577586008765","32.81596404223327","32.82268186064734","5666.5","5659","5674","91.56117827748294","91.56081037936003","91.56154208409541","5666.5","5659","5674","32.685289257459885","32.682644891013176","32.68943561160046"
"707","5682.5","5675","5690","32.79882375935462","32.79308932724463","32.80426261418727","5682.5","5675","5690","91.56292963491826","91.56233048921315","91.56353590961947","5682.5","5675","5690","32.66543078851401","32.65968334850905","32.670895839010086"
"709","5698.5","5691","5706","32.7801701411532","32.77598446018093","32.783212000942314","5698.5","5691","5706","91.56404055765074","91.56384144461347","91.56441975851163","5698.5","5691","5706","32.64666610987048","32.64246561077824","32.649728083223025"
"711","5714.5","5707","5722","32.76672096050084","32.76433881280844","32.76916542815527","5714.5","5707","5722","91.5641213324842","91.56387743413053","91.56457596460979","5714.5","5707","5722","32.63312783861176","32.63072834721318","32.63559709083627"
"713","5730.5","5723","5738","32.7549330190535","32.75334708788152","32.757611810386955","5730.5","5723","5738","91.56434870761188","91.56399296299399","91.56462570993524","5730.5","5723","5738","32.62128645222029","32.619699123293856","32.623957333626684"
"715","5746.5","5739","5754","32.74446263563612","32.74222388726086","32.747222540029895","5746.5","5739","5754","91.5639252577901","91.56371618886726","91.56424286538494","5746.5","5739","5754","32.61069689597693","32.608413764888","32.61350200034884"
"717","5762.5","5755","5770","32.7309869233369","32.72814802650277","32.733975429593784","5762.5","5755","5770","91.56431127950715","91.5641399590138","91.5644508232305","5762.5","5755","5770","32.59713058370665","32.59427729453749","32.600134596412566"
"719","5778.5","5771","5786","32.71915791152397","32.71467365369988","32.723118187433265","5778.5","5771","5786","91.56412576854184","91.56389312284539","91.56440058970611","5778.5","5771","5786","32.585229751886494","32.58072189279927","32.58920290240322"
"721","5794.5","5787","5802","32.6992630085822","32.694495172674","32.70541919119218","5794.5","5787","5802","91.56564192069256","91.56503942153033","91.56626152454723","5794.5","5787","5802","32.565270983630604","32.56048136485707","32.571442693822526"
"723","5810.5","5803","5818","32.68475597873128","32.68037780295388","32.688111318939036","5810.5","5803","5818","91.56578670426813","91.56562978298048","91.56599900734365","5810.5","5803","5818","32.55065500699079","32.546267858531","32.55403912067413"
"725","5826.5","5819","5834","32.66705846571473","32.663263297047834","32.67135956716002","5826.5","5819","5834","91.56637124905222","91.56606425038585","91.56682553752562","5826.5","5819","5834","32.5328922773626","32.5290798378256","32.53719302375665"
"727","5842.5","5835","5850","32.65413710281134","32.65029941976354","32.65807348293262","5842.5","5835","5850","91.56628717584857","91.56612570731194","91.56654120885459","5842.5","5835","5850","32.519912559764265","32.516056820618545","32.52386688924098"
"729","5858.5","5851","5866","32.14527692848035","32.098152236938475","32.190367199125745","5858.5","5851","5866","91.52941725023388","91.51448640369233","91.5497556413923","5858.5","5851","5866","32.008816029578426","31.961442337036132","32.0548163822719"
"731","5874.5","5867","5882","32.122160343431865","32.10511295318604","32.14054561961781","5874.5","5867","5882","91.53240536394658","91.52372602982955","91.54041242599487","5874.5","5867","5882","31.98444257739765","31.967675971984864","32.003149691495025"
"733","5890.5","5883","5898","32.08591960869684","32.06935217266991","32.098776581466836","5890.5","5883","5898","91.54593740274392","91.5427017211914","91.54997235466452","5890.5","5883","5898","31.94871448879488","31.93212027776809","31.96150076261131"
"735","5906.5","5899","5914","32.08333872533858","32.06873602379025","32.092280404908315","5906.5","5899","5914","91.54443536402414","91.54117007371856","91.54754403921274","5906.5","5899","5914","31.94555040330579","31.93095612713671","31.954726270266942"
"737","5922.5","5915","5930","32.003346429245155","31.987301772495485","32.019336753421356","5922.5","5915","5930","91.55793567149044","91.55524502860175","91.56155683409493","5922.5","5915","5930","31.86553391523898","31.849374135335285","31.881585174136692"
"739","5938.5","5931","5946","31.987695840621342","31.982400040600183","31.99273745909981","5938.5","5931","5946","91.55705578775932","91.55401088055515","91.55949931674533","5938.5","5931","5946","31.849831615698125","31.844541907969102","31.8549094096474"
"741","5954.5","5947","5962","32.00092563518994","31.99062333540483","32.00781791758649","5954.5","5947","5962","91.5465538021437","91.54454273349242","91.54802149992723","5954.5","5947","5962","31.862720943825437","31.85238402106545","31.86964678876277"
"743","5970.5","5963","5978","31.992431832933892","31.984238523595472","31.999686045724836","5970.5","5963","5978","91.54311116822905","91.54181890018651","91.54412854407444","5970.5","5963","5978","31.85407920301177","31.8459067400764","31.861343680835162"
"745","5986.5","5979","5994","31.982191915177143","31.980637812959976","31.98398543105406","5986.5","5979","5994","91.54327364384758","91.54223202163749","91.5441151280557","5986.5","5979","5994","31.8437040919094","31.84213708794635","31.845559029018176"
"747","6002.5","5995","6010","31.991948195396965","31.988734061785678","31.99372560327703","6002.5","5995","6010","91.53802847384445","91.53706401701896","91.53860053643342","6002.5","5995","6010","31.85348674865504","31.85026195899169","31.855266645357208"
"749","6018.5","6011","6026","31.980552971044595","31.973157564798992","31.98730056058793","6018.5","6011","6026","91.53993213382007","91.53837403796967","91.54121025063714","6018.5","6011","6026","31.842015601691497","31.83461453448767","31.848744466191246"
"751","6034.5","6027","6042","31.961228849541257","31.955666195941657","31.97026892848637","6034.5","6027","6042","91.54228690616688","91.54017958433732","91.5440987569545","6034.5","6027","6042","31.822668936485645","31.817119050586193","31.83164290241573"
"753","6050.5","6043","6058","31.934553782833657","31.930908296622484","31.93831718711187","6050.5","6043","6058","91.54771634146029","91.54694999090516","91.5483616847618","6050.5","6043","6058","31.79603095629669","31.792402538598754","31.79977448860606"
"755","6066.5","6059","6074","31.92157078061339","31.913943719543866","31.927311914938468","6066.5","6059","6074","91.54935545360135","91.54833774213438","91.5507428299394","6066.5","6059","6074","31.78297444092416","31.775320223780554","31.78874668810103"
