"global_step","Group: general-distillation - _step","Group: general-distillation - _step__MIN","Group: general-distillation - _step__MAX","Group: general-distillation - rep_loss","Group: general-distillation - rep_loss__MIN","Group: general-distillation - rep_loss__MAX","Group: general-distillation-attn - _step","Group: general-distillation-attn - _step__MIN","Group: general-distillation-attn - _step__MAX","Group: general-distillation-attn - rep_loss","Group: general-distillation-attn - rep_loss__MIN","Group: general-distillation-attn - rep_loss__MAX","Group: general-distillation-rep - _step","Group: general-distillation-rep - _step__MIN","Group: general-distillation-rep - _step__MAX","Group: general-distillation-rep - rep_loss","Group: general-distillation-rep - rep_loss__MIN","Group: general-distillation-rep - rep_loss__MAX"
"1189","9550.5","9543","9558","28.819832979155336","28.810481056571007","28.83117436691069","9550.5","9543","9558","91.50783843078626","91.50412824937514","91.5115174651146","9550.5","9543","9558","28.671782222426348","28.66247045993805","28.682939475690816"
"1191","9566.5","9559","9574","28.812250083954673","28.801127188546317","28.823306238651277","9566.5","9559","9574","91.50576422877337","91.50341801643371","91.50753711518787","9566.5","9559","9574","28.66391236555791","28.65284447806222","28.674743390083314"
"1193","9582.5","9575","9590","28.827551385380737","28.823463713768685","28.83411159026317","9582.5","9575","9590","91.50323994555498","91.50035889454377","91.50559109305414","9582.5","9575","9590","28.679512511885036","28.675483571420802","28.686059423593374"
"1195","9598.5","9591","9606","28.806165871229577","28.80086561285931","28.811219194200305","9598.5","9591","9606","91.51431880134918","91.51282679781","91.51685495791227","9598.5","9591","9606","28.6582523753046","28.65294472238292","28.663288107977973"
"1197","9614.5","9607","9622","28.805320726290248","28.798364153647334","28.81248307410087","9614.5","9607","9622","91.51403047806396","91.51278258461988","91.51574066048661","9614.5","9607","9622","28.657391826416845","28.65040591194181","28.664590238614846"
"1199","9630.5","9623","9638","28.79602391877395","28.793355389476226","28.800032977400154","9630.5","9623","9638","91.51420255684147","91.51356085415544","91.51506249379304","9630.5","9623","9638","28.648111850214573","28.645451118649056","28.652119649689773"
"1201","9646.5","9639","9654","28.792377506111958","28.789830285310746","28.795806028171928","9646.5","9639","9654","91.51262115223071","91.51159808996952","91.51391854286194","9646.5","9639","9654","28.644514623212594","28.64193634390831","28.647946974474515"
"1203","9662.5","9655","9670","28.783728303671367","28.77704194715952","28.788928633386437","9662.5","9655","9670","91.51196199873974","91.5113593741639","91.51290984937407","9662.5","9655","9670","28.635944454882445","28.629347419219055","28.64107661897486"
"1205","9678.5","9671","9686","28.755145130743983","28.750317078783997","28.761751006046932","9678.5","9671","9686","91.5137883900662","91.51282062133153","91.51484963170867","9678.5","9671","9686","28.607362841227253","28.60255619517544","28.61394293109576"
"1207","9694.5","9687","9702","28.742141292897912","28.73798862375726","28.74780691364706","9694.5","9687","9702","91.51723404428958","91.51551073692339","91.51871129849178","9694.5","9687","9702","28.594372042875275","28.590162037104157","28.60010564132726"
"1209","9710.5","9703","9718","28.744323230969588","28.74250128362086","28.746330550476745","9710.5","9703","9718","91.51495957828399","91.51452992198232","91.51533101286206","9710.5","9703","9718","28.596642839454365","28.594828589138015","28.59864764370761"
"1211","9726.5","9719","9734","28.749000843140124","28.74562315327498","28.752497792726587","9726.5","9719","9734","91.51149609133066","91.50966699885936","91.51308777426483","9726.5","9719","9734","28.601282600465513","28.59788214814119","28.604830124117584"
"1213","9742.5","9735","9750","28.75132593432119","28.748915984009027","28.752808251761664","9742.5","9735","9750","91.50732981673335","91.50692068723461","91.50800578296185","9742.5","9735","9750","28.60372040623006","28.60129744533435","28.60521731358517"
"1215","9758.5","9751","9766","28.758444039764036","28.756478169385126","28.759693534157492","9758.5","9751","9766","91.5046570365883","91.50427652352123","91.50520717396455","9758.5","9751","9766","28.61087081983408","28.608948199188006","28.61214366566051"
"1217","9774.5","9767","9782","28.755172389596392","28.752814563986373","28.757278827085333","9774.5","9767","9782","91.50431246004136","91.5032624196198","91.50499695242985","9774.5","9767","9782","28.607582638302755","28.60522030804255","28.609678656367933"
"1219","9790.5","9783","9798","28.750822523476234","28.749731936220265","28.751910040253087","9790.5","9783","9798","91.50451430830988","91.50425078455402","91.50484363186744","9790.5","9783","9798","28.603211973804697","28.6020929868104","28.60428694047426"
"1221","9806.5","9799","9814","28.74509689946628","28.74124774582889","28.748586177825928","9806.5","9799","9814","91.50433699922166","91.50401509287926","91.50474103875116","9806.5","9799","9814","28.597551865889624","28.593724606598553","28.601017743349075"
"1223","9822.5","9815","9830","28.739542233473305","28.73695469458666","28.74102186769291","9822.5","9815","9830","91.50504492488385","91.50464530418273","91.5054757032033","9822.5","9815","9830","28.59205700519258","28.589496309486144","28.59350671303325"
"1225","9838.5","9831","9846","28.7297961986067","28.728865296653147","28.731509040702473","9838.5","9831","9846","91.50586318270535","91.50540790372166","91.50626415198957","9838.5","9831","9846","28.582415977879368","28.581468413385114","28.584151105447248"
"1227","9854.5","9847","9862","28.725505733243505","28.721517865095887","28.729042866233236","9854.5","9847","9862","91.50508547463514","91.50447828940675","91.50570695981204","9854.5","9847","9862","28.5780344361645","28.574051787151635","28.581583518620597"
"1229","9870.5","9863","9878","28.718488489903855","28.7172067720262","28.71945074405497","9870.5","9863","9878","91.50603926959315","91.50566275404415","91.50642628167479","9870.5","9863","9878","28.571018426972085","28.5697151974339","28.5719987248323"
"1231","9886.5","9879","9894","28.716795645933658","28.71454269081537","28.71809396266937","9886.5","9879","9894","91.50527446569933","91.5048913635026","91.50575491532445","9886.5","9879","9894","28.56942577101643","28.567168239289266","28.570730884075164"
"1233","9902.5","9895","9910","28.708986785023804","28.707998262181402","28.710137908770687","9902.5","9895","9910","91.50595944104317","91.50554420984622","91.50635291852929","9902.5","9895","9910","28.561661147697336","28.560705463232942","28.562783111901986"
"1235","9918.5","9911","9926","28.709165804454095","28.707973271913495","28.71003252288227","9918.5","9911","9926","91.50420089430678","91.50364054199775","91.5045141319319","9918.5","9911","9926","28.56194580591077","28.56074589023004","28.56280148940048"
"1237","9934.5","9927","9942","28.70679015788935","28.705926028745516","28.70753141856929","9934.5","9927","9942","91.5031333264459","91.50265896136943","91.50364634820393","9934.5","9927","9942","28.559610078588168","28.55876536667347","28.560332848637113"
"1239","9950.5","9943","9958","28.704742713470726","28.702659236456057","28.70758193789052","9950.5","9943","9958","91.50205296488394","91.50146953627262","91.50260627320908","9950.5","9943","9958","28.557482723783746","28.555404648836802","28.56033096477726"
"1241","9966.5","9959","9974","28.701619921195718","28.699735165621465","28.703604882955553","9966.5","9959","9974","91.50207258411896","91.50151633620882","91.50259205154325","9966.5","9959","9974","28.554359612926795","28.552477441039663","28.556355359156928"
"1243","9982.5","9975","9990","28.698745725534707","28.696314952008528","28.701134133723475","9982.5","9975","9990","91.50151278261183","91.5010725778551","91.5017858856353","9982.5","9975","9990","28.551488281611146","28.549042468516536","28.553881199129165"
"1245","9998.5","9991","10006","28.69064573947015","28.687082993743278","28.69415706023574","9998.5","9991","10006","91.50185567483774","91.5012037191707","91.50245574716196","9998.5","9991","10006","28.543382149692924","28.539811838350122","28.546889083459973"
"1247","10014.5","10007","10022","28.687851936352583","28.6871545027618","28.688368946933565","10014.5","10007","10022","91.50117046917958","91.50088775606083","91.50133428600422","10014.5","10007","10022","28.54055383220945","28.539853025662577","28.541079353520008"
"1249","10030.5","10023","10038","28.68266879647212","28.682109569919618","28.683682148340537","10030.5","10023","10038","91.50136805732654","91.50097902156105","91.50154039846696","10030.5","10023","10038","28.535374526793582","28.534827366376724","28.53636886309439"
"1251","10046.5","10039","10054","28.67938832915581","28.678711951725067","28.680585069315775","10046.5","10039","10054","91.50180108069024","91.50155449929923","91.50214403681623","10046.5","10039","10054","28.53210301286815","28.53143265638402","28.533310432093483"
"1253","10062.5","10055","10070","28.67060472587315","28.66972455855603","28.671202252060816","10062.5","10055","10070","91.50281391119779","91.50257316582795","91.50307071229614","10062.5","10055","10070","28.523336810769344","28.52247867666089","28.523935859201288"
"1255","10078.5","10071","10086","28.6664254638454","28.6638695775766","28.66816856885197","10078.5","10071","10086","91.50303902075757","91.50273543335372","91.50339083918347","10078.5","10071","10086","28.519211235873446","28.516663056184136","28.52094181458958"
"1257","10094.5","10087","10102","28.659650071368613","28.657784771086433","28.662342537007767","10094.5","10087","10102","91.5033115743636","91.50310333778984","91.50347278205716","10094.5","10087","10102","28.512474529098057","28.51059575084745","28.515165178523066"
"1259","10110.5","10103","10118","28.65186515952935","28.651256706485853","28.652661180343873","10110.5","10103","10118","91.50384818970805","91.50354896218954","91.50404352438878","10110.5","10103","10118","28.504686055726104","28.5040770310622","28.505478673087904"
"1261","10126.5","10119","10134","28.651786590408083","28.65114567550493","28.65261828419594","10126.5","10119","10134","91.50255198759527","91.50223473456028","91.50290034230153","10126.5","10119","10134","28.50466290559712","28.504028357391594","28.505482664787362"
"1263","10142.5","10135","10150","28.652184218502896","28.651752819375293","28.652962862901774","10142.5","10135","10150","91.5015459023466","91.50135549484874","91.5017865392332","10142.5","10135","10150","28.505076064794515","28.504648763959","28.505864046264925"
"1265","10158.5","10151","10166","28.64727124181202","28.646073821718108","28.649983424515952","10158.5","10151","10166","91.50174625353884","91.50127220721473","91.50196250115398","10158.5","10151","10166","28.50018529179428","28.498983596666925","28.50289518066815"
"1267","10174.5","10167","10182","28.64281525981956","28.641834364692084","28.64399608068688","10174.5","10167","10182","91.50153666552325","91.50132854923638","91.50177019618872","10174.5","10167","10182","28.495734142484388","28.494750308304383","28.49692666253378"
"1269","10190.5","10183","10198","28.639491801410347","28.6390298596582","28.640067135745827","10190.5","10183","10198","91.50156605814877","91.50125424235198","91.50181636986282","10190.5","10183","10198","28.492394793123037","28.491913772668852","28.492982176217165"
"1271","10206.5","10199","10214","28.635400393186035","28.633449302578892","28.637315762043","10206.5","10199","10214","91.50188058311797","91.5014442178938","91.50205749133922","10206.5","10199","10214","28.48826885227625","28.48631224442053","28.490190517902374"
"1273","10222.5","10215","10230","28.34826571145887","28.293403387069702","28.428135130140518","10222.5","10215","10230","91.53414108758764","91.5106315612793","91.55250098488547","10222.5","10215","10230","28.20388752384604","28.14893118540446","28.283180448744034"
"1275","10238.5","10231","10246","28.466151558524935","28.405378341674805","28.496538893381754","10238.5","10231","10246","91.4943311415759","91.48336652119954","91.5098606745402","10238.5","10231","10246","28.32003410641746","28.25938872496287","28.35034596125285"
"1277","10254.5","10247","10262","28.478871641339676","28.46942202250163","28.49575908209688","10254.5","10247","10262","91.49167433729846","91.48277413973244","91.49712072099958","10254.5","10247","10262","28.33217508064596","28.322810422806512","28.34907591214744"
"1279","10270.5","10263","10278","28.488212901713023","28.477081980024064","28.50093231201172","10270.5","10263","10278","91.47528354882688","91.4711916584614","91.48001194000244","10270.5","10263","10278","28.34158286448465","28.330459543636866","28.35428891181946"
"1281","10286.5","10279","10294","28.47313477212629","28.465215795180377","28.48179986025836","10286.5","10279","10294","91.47884880015359","91.4768493239944","91.48013511993601","10286.5","10279","10294","28.326321003721254","28.318278343848934","28.335032527511185"
"1283","10302.5","10295","10310","28.47535196376211","28.465535797886343","28.483749938884955","10302.5","10295","10310","91.47872685340093","91.47590737068217","91.4820753555724","10302.5","10295","10310","28.32835902065809","28.318600489440577","28.336736239687934"
"1285","10318.5","10311","10326","28.49027300272427","28.48518052467933","28.49492007762462","10318.5","10311","10326","91.4751390458141","91.47423401602072","91.47626724243165","10318.5","10311","10326","28.343087033056403","28.33811417909769","28.34763005402711"
"1287","10334.5","10327","10342","28.49915761563936","28.49350275993347","28.50423282125722","10334.5","10327","10342","91.47697111508026","91.47456169882311","91.47864592124405","10334.5","10327","10342","28.351755112053553","28.34613581498464","28.356768091676734"
"1289","10350.5","10343","10358","28.50002976807826","28.495501912993827","28.502678406029418","10350.5","10343","10358","91.47254544942051","91.47129866968879","91.47441131815368","10350.5","10343","10358","28.35276719412069","28.348145551297254","28.35536068029571"
"1291","10366.5","10359","10374","28.506576868371504","28.503696491843776","28.509300511512382","10366.5","10359","10374","91.46783686774464","91.46613632351257","91.4692123268224","10366.5","10359","10374","28.359291267289652","28.356374251215083","28.362028569274305"
"1293","10382.5","10375","10390","28.49701250397488","28.493863829910584","28.49990510392463","10382.5","10375","10390","91.47026380332787","91.46908753493736","91.47156202225457","10382.5","10375","10390","28.349759721193745","28.346630325973205","28.35261788861505"
"1295","10398.5","10391","10406","28.500716274490536","28.49556185817977","28.504521497591274","10398.5","10391","10406","91.4677393407869","91.46662344144086","91.46944634248894","10398.5","10391","10406","28.353526265073288","28.34834099849711","28.35731060298409"
"1297","10414.5","10407","10422","28.49408133031368","28.490283740859432","28.49848163127899","10414.5","10407","10422","91.47018426687625","91.46927146911621","91.47095590232345","10414.5","10407","10422","28.34698814361754","28.343169017010425","28.3513595867157"
"1299","10430.5","10423","10438","28.488750662376667","28.485294337625856","28.491911273818832","10430.5","10423","10438","91.47096505157576","91.46989257056434","91.47239828109741","10430.5","10423","10438","28.341654160832707","28.338176837673895","28.344787223919017"
"1301","10446.5","10439","10454","28.490783560321727","28.488283619253522","28.492410067019957","10446.5","10439","10454","91.46864438556256","91.4681423421138","91.4695231969272","10446.5","10439","10454","28.34372688388215","28.341212852016124","28.345357318257175"
"1303","10462.5","10455","10470","28.47853832495717","28.47719497529287","28.480242913027844","10462.5","10455","10470","91.47185737424824","91.47137075830176","91.47230809529623","10462.5","10455","10470","28.331472454227747","28.3301153977712","28.33317588515071"
"1305","10478.5","10471","10486","28.477947074233768","28.476957500640758","28.4791547106458","10478.5","10471","10486","91.47219698935753","91.47181837643735","91.47262386026418","10478.5","10471","10486","28.330842740115347","28.329828575528417","28.332049042484094"
"1307","10494.5","10487","10502","28.472598574306062","28.47076327829979","28.475184001241413","10494.5","10487","10502","91.47379673148632","91.4733538218907","91.47409612482244","10494.5","10487","10502","28.3254918596961","28.323638685530415","28.32809008870806"
"1309","10510.5","10503","10518","28.46993627267515","28.468098780357014","28.471941255500216","10510.5","10503","10518","91.47426954750298","91.47316749497216","91.4751913447002","10510.5","10503","10518","28.322732608642834","28.320951834898977","28.32467511306108"
"1311","10526.5","10519","10534","28.46945696137443","28.46837820717321","28.47099721737397","10526.5","10519","10534","91.4737172661162","91.47330399889576","91.47424297272973","10526.5","10519","10534","28.32222544867578","28.321147324559025","28.323782285054524"
"1313","10542.5","10535","10550","28.466889154735135","28.465703932540293","28.46861618098928","10542.5","10535","10550","91.47407579652985","91.47350163246269","91.47457190696291","10542.5","10535","10550","28.319657468917146","28.31847430572049","28.3213606478563"
"1315","10558.5","10551","10566","28.466877836017343","28.46615673391843","28.468122512401433","10558.5","10551","10566","91.47294231220934","91.4724548865254","91.47333995857736","10558.5","10551","10566","28.31974158549218","28.318974435415946","28.320993743633778"
"1317","10574.5","10567","10582","28.462531781463934","28.460539252380205","28.464236172282465","10574.5","10567","10582","91.47385237597848","91.47320065660541","91.47438583374023","10574.5","10567","10582","28.315391852287263","28.31337949356746","28.317133583850808"
"1319","10590.5","10583","10598","28.460824845848588","28.458183955027195","28.462349970406347","10590.5","10583","10598","91.47294847067691","91.47246513516687","91.47315403523817","10590.5","10583","10598","28.313672273292223","28.311020086455066","28.315228923432635"
"1321","10606.5","10599","10614","28.45770946333435","28.456168271074393","28.459179403830547","10606.5","10599","10614","91.47206191505705","91.4714452387842","91.47254817822079","10606.5","10599","10614","28.310562800505714","28.309024700010667","28.312037047074767"
"1323","10622.5","10615","10630","28.457015552686222","28.456120021101356","28.45821922199399","10622.5","10615","10630","91.46947126550471","91.46912406985653","91.46972771480806","10622.5","10615","10630","28.30982963852818","28.30891540545772","28.311046904208613"
"1325","10638.5","10631","10646","28.4511146961539","28.44962200155944","28.452623676308942","10638.5","10631","10646","91.46960616520028","91.46907194622192","91.47021873483108","10638.5","10631","10646","28.30395237029053","28.30246232557186","28.305457052928862"
"1327","10654.5","10647","10662","28.449095946088054","28.447068336955663","28.449995062469895","10654.5","10647","10662","91.46921781667751","91.46895402588996","91.46955047266444","10654.5","10647","10662","28.301954937485224","28.299939813027834","28.302842381852784"
"1329","10670.5","10663","10678","28.44738255588238","28.445693165224604","28.449399657735167","10670.5","10663","10678","91.46869740157392","91.46844381309417","91.46890735729544","10670.5","10663","10678","28.30019365899924","28.29849845203124","28.30221595220994"
"1331","10686.5","10679","10694","28.442287311179722","28.441181899123052","28.44331603757026","10686.5","10679","10694","91.46881540104356","91.46842089276721","91.4693354433599","10686.5","10679","10694","28.295087631936603","28.293988151389335","28.296089355532462"
"1333","10702.5","10695","10710","28.436848071260457","28.43440697672876","28.439579900235945","10702.5","10695","10710","91.46923500044639","91.46879621367127","91.46960953207122","10702.5","10695","10710","28.28963814943772","28.28718371338261","28.292353837980585"
"1335","10718.5","10711","10726","28.431005703346223","28.43042802574377","28.43215899913769","10718.5","10711","10726","91.46965948806832","91.4693589760165","91.46996859717228","10718.5","10711","10726","28.283811923931843","28.28322721732738","28.28497650259234"
"1337","10734.5","10727","10742","28.42758784475645","28.425228216709236","28.431317042663164","10734.5","10727","10742","91.46970449656867","91.46885777893947","91.4703721556342","10734.5","10727","10742","28.280414086139476","28.278052577265985","28.284151412568107"
"1339","10750.5","10743","10758","28.425930057197096","28.424578963502775","28.427709623907397","10750.5","10743","10758","91.46916610917755","91.46888467262714","91.469518489381","10750.5","10743","10758","28.27874152395902","28.27737737799657","28.280539911702096"
"1341","10766.5","10759","10774","28.422502999717246","28.421403480715533","28.423238298352956","10766.5","10759","10774","91.46918293892719","91.4688933124047","91.46946976354683","10766.5","10759","10774","28.275312099084147","28.27420579172449","28.276053588307107"
"1343","10782.5","10775","10790","28.421567756817023","28.42087257790296","28.422745209344676","10782.5","10775","10790","91.46793798966813","91.46756184277174","91.46830104670194","10782.5","10775","10790","28.274387676148066","28.273693693939553","28.275573399704946"
"1345","10798.5","10791","10806","28.418655299190437","28.415997239964952","28.421194208472535","10798.5","10791","10806","91.46787157373107","91.46718353948495","91.46843803321923","10798.5","10791","10806","28.27149708276662","28.268848225713683","28.27403302278201"
"1347","10814.5","10807","10822","28.41641741599689","28.415436706229002","28.417202528390195","10814.5","10807","10822","91.46754647223572","91.46725970181552","91.4679957707723","10814.5","10807","10822","28.269261385384475","28.26829808239093","28.27004434416486"
"1349","10830.5","10823","10838","28.41161570017083","28.41004750051238","28.41287749971883","10830.5","10823","10838","91.46756492147722","91.46747358123977","91.46765557039042","10830.5","10823","10838","28.26452573935819","28.262999034042725","28.265758469543705"
"1351","10846.5","10839","10854","28.40494588500906","28.403324103336768","28.4065385432202","10846.5","10839","10854","91.46803529691226","91.46757287280215","91.4683328428552","10846.5","10839","10854","28.257899962400852","28.256277232102946","28.259488065943557"
"1353","10862.5","10855","10870","28.40134898230147","28.4002085853169","28.40194948173008","10862.5","10855","10870","91.46803626577133","91.46771809513584","91.46832015059377","10862.5","10855","10870","28.254307395236616","28.253177620982395","28.254910594846574"
"1355","10878.5","10871","10886","28.396265340004668","28.393660342107054","28.398180986724462","10878.5","10871","10886","91.46861328502159","91.46818067648032","91.46915050910233","10878.5","10871","10886","28.249261903602378","28.24666035903726","28.25118070764592"
"1357","10894.5","10887","10902","28.38840224734543","28.387742614468458","28.389903661784004","10894.5","10887","10902","91.46991750376421","91.46964863170277","91.47019945621841","10894.5","10887","10902","28.241392607014085","28.240733357669658","28.242884166100445"
"1359","10910.5","10903","10918","28.385463503113197","28.384776130339837","28.38608146295315","10910.5","10903","10918","91.46915940870979","91.46892448637372","91.46941457945725","10910.5","10903","10918","28.238526185944266","28.23784070672894","28.239137862984045"
"1361","10926.5","10919","10934","28.38432972782828","28.383789526736454","28.384981438015284","10926.5","10919","10934","91.46846614821023","91.46839886150906","91.46852210499813","10926.5","10919","10934","28.2374032237499","28.236859768587625","28.238043356477544"
"1363","10942.5","10935","10950","28.188913959140425","28.123053494621725","28.231054892906776","10942.5","10935","10950","91.50332772715456","91.48991966247559","91.51537618329448","10942.5","10935","10950","28.043122613812447","27.978121701408835","28.084838427030125"
"1365","10958.5","10951","10966","28.20681286059547","28.170581817626953","28.238330326383075","10958.5","10951","10966","91.46949071699453","91.4552974085654","91.49369382858276","10958.5","10951","10966","28.061205573464182","28.024912635485332","28.09226305522616"
"1367","10974.5","10967","10982","28.199744975070743","28.181311039697555","28.220791532638223","10974.5","10967","10982","91.46871190881623","91.46406314247533","91.47194617135185","10974.5","10967","10982","28.053538341639616","28.035098484584264","28.074457351197587"
"1369","10990.5","10983","10998","28.215432647714586","28.206993571498938","28.223828577226207","10990.5","10983","10998","91.46742807263509","91.46599851335797","91.46999124842365","10990.5","10983","10998","28.069052659385004","28.060583716944645","28.077399807591593"
"1371","11006.5","10999","11014","28.218482802837386","28.21143563186066","28.228879357681794","11006.5","10999","11014","91.4677816081689","91.46455111568922","91.47120816194558","11006.5","10999","11014","28.07224230461741","28.06520002099532","28.08262758838887"
"1373","11022.5","11015","11030","28.21589343496476","28.20467784142619","28.225590641578933","11022.5","11015","11030","91.47107705773004","91.46872852625472","91.47263715654144","11022.5","11015","11030","28.069701747192035","28.058432464200166","28.079508534977943"
"1375","11038.5","11031","11046","28.184144325834414","28.176642254666167","28.1888616975002","11038.5","11031","11046","91.4744170187792","91.4722153272497","91.47595732028668","11038.5","11031","11046","28.0379339719026","28.030599533974588","28.042638717159146"
"1377","11054.5","11047","11062","28.19311534112156","28.18968327577449","28.197496758255305","11054.5","11047","11062","91.46922973433716","91.4682530348863","91.47020358881674","11054.5","11047","11062","28.046742574012168","28.043378924535325","28.051036647721833"
"1379","11070.5","11063","11078","28.198484457459816","28.195882179180504","28.200939895462817","11070.5","11063","11078","91.46889827243618","91.46779476639128","91.46973324161408","11070.5","11063","11078","28.05220833773772","28.04958577438514","28.054659592844274"
"1381","11086.5","11079","11094","28.19292546159386","28.190416061840118","28.197186043387966","11086.5","11079","11094","91.47077667255458","91.46957886846442","91.4714932702362","11086.5","11079","11094","28.046605750432356","28.044085200983115","28.050851608577528"
"1383","11102.5","11095","11110","28.19428008741064","28.191063096038008","28.19664852098487","11102.5","11095","11110","91.46970137857846","91.4682049004101","91.47164106790999","11102.5","11095","11110","28.048068867737296","28.044849452015924","28.05043418380036"
"1385","11118.5","11111","11126","28.193204123802694","28.18627503779546","28.19894314843255","11118.5","11111","11126","91.46693540496602","91.46569741738809","91.46887501848585","11118.5","11111","11126","28.04695870433318","28.04003114350803","28.05267428836307"
"1387","11134.5","11127","11142","28.18437975746985","28.181866868719997","28.186264168662372","11134.5","11127","11142","91.46846673577103","91.46755334727594","91.47004707336426","11134.5","11127","11142","28.038219215961146","28.035703576329244","28.040118322395752"
"1389","11150.5","11143","11158","28.182696966280663","28.177342991346723","28.18829450059211","11150.5","11143","11158","91.4691989524902","91.4675734596691","91.47113932063071","11150.5","11143","11158","28.03652363093914","28.03118302420284","28.04214482362243"
"1391","11166.5","11159","11174","28.171561999081153","28.16975377101204","28.17368198595549","11166.5","11159","11174","91.47267923462147","91.47182870965256","91.4735106931764","11166.5","11159","11174","28.02539458630061","28.02362976646015","28.027501232749536"
"1393","11182.5","11175","11190","28.16526253242325","28.163969062668667","28.16797851747082","11182.5","11175","11190","91.47303225984258","91.47272339475107","91.47327539195184","11182.5","11175","11190","28.019044673326345","28.01775911456311","28.021795984237425"
"1395","11198.5","11191","11206","28.16251259125924","28.15955074345954","28.165193647202138","11198.5","11191","11206","91.47134406422107","91.47092080746057","91.4723349740572","11198.5","11191","11206","28.016297347594474","28.013338167422287","28.01896856068223"
"1397","11214.5","11207","11222","28.16400277756057","28.16051254272461","28.16676615654154","11214.5","11207","11222","91.47016112044831","91.46953379854243","91.47075354534647","11214.5","11207","11222","28.017866438836734","28.014327405846636","28.020658364532686"
"1399","11230.5","11223","11238","28.157171639543158","28.155258664393305","28.158586565653483","11230.5","11223","11238","91.47155704818489","91.47124074811312","91.47204682477208","11230.5","11223","11238","28.010946866054237","28.009036355235725","28.01236265182495"
"1401","11246.5","11239","11254","28.15960786495316","28.158038567274044","28.16040555310174","11246.5","11239","11254","91.4695034447148","91.46914383295014","91.47005888131949","11246.5","11239","11254","28.01340517381682","28.011788765589397","28.014205968718425"
"1403","11262.5","11255","11270","28.159931245954855","28.158220411060814","28.161432214137818","11262.5","11255","11270","91.46899574102261","91.46861079538719","91.46935573737778","11262.5","11255","11270","28.013748656991975","28.012052918622594","28.01526963403265"
"1405","11278.5","11271","11286","28.15979177369582","28.158199307585715","28.161478083768337","11278.5","11271","11286","91.46844456803844","91.46785679000745","91.46917135770931","11278.5","11271","11286","28.013635679583","28.012035266626256","28.015349713332363"
"1407","11294.5","11287","11302","28.153259114925497","28.150654451538916","28.15478412045373","11294.5","11287","11302","91.4691014032211","91.46841467751398","91.46986069452196","11294.5","11287","11302","28.00711621960435","28.004499142186173","28.008658825026618"
"1409","11310.5","11303","11318","28.148057002941215","28.14722747953513","28.149041836655986","11310.5","11303","11318","91.46916473790772","91.46855886516846","91.4699762831343","11310.5","11303","11318","28.00188290685629","28.00102780710253","28.00287746819924"
"1411","11326.5","11319","11334","28.14822578625779","28.145659568920806","28.150500336176233","11326.5","11319","11334","91.46815356817103","91.46761357754092","91.46854420762565","11326.5","11319","11334","28.0021160694558","27.999520347346014","28.004403577876996"
"1413","11342.5","11335","11350","28.144073998692477","28.142927819504933","28.145248088579866","11342.5","11335","11350","91.46828447329834","91.46803158528841","91.46869341068314","11342.5","11335","11350","27.997932419961195","27.99677853920744","27.999097693360422"
"1415","11358.5","11351","11366","28.141980135863218","28.140638543945453","28.143250910888817","11358.5","11351","11366","91.4678865576637","91.46756429816234","91.46837183214583","11358.5","11351","11366","27.99582402464278","27.994479132915593","27.997104902222684"
"1417","11374.5","11367","11382","28.138106133892293","28.13661078159543","28.13981214436618","11374.5","11367","11382","91.46753944440378","91.46729490732632","91.46785116787021","11374.5","11367","11382","27.991869694284944","27.990341990749354","27.99363180290569"
"1419","11390.5","11383","11398","28.134529907262806","28.13334598165633","28.135618580597782","11390.5","11383","11398","91.46775724377022","91.46720328444282","91.46835716147172","11390.5","11383","11398","27.988285909195223","27.98709219550669","27.989371998006273"
"1421","11406.5","11399","11414","28.136572395979638","28.136164117667633","28.137208730927483","11406.5","11399","11414","91.46680589828958","91.46653698826336","91.46723005059151","11406.5","11399","11414","27.990336212804337","27.989911869420844","27.99097650499727"
"1423","11422.5","11415","11430","28.138038920002835","28.137405085998907","28.138700168625064","11422.5","11415","11430","91.46600900347573","91.4656879113645","91.46636121424609","11422.5","11415","11430","27.99178320685231","27.99113759743031","27.992437345296263"
"1425","11438.5","11431","11446","28.13569509465081","28.134519432330954","28.13666404368738","11438.5","11431","11446","91.46634951396925","91.46580373597449","91.46679201924742","11438.5","11431","11446","27.989431773456854","27.988250533230786","27.990393006293576"
"1427","11454.5","11447","11462","28.131818127933556","28.130460318903186","28.133507346557266","11454.5","11447","11462","91.4661115111626","91.46582423346645","91.46636167346922","11454.5","11447","11462","27.985535815875906","27.984167383380537","27.987240165615173"
"1429","11470.5","11463","11478","28.129347118942135","28.1275451489667","28.130494006313967","11470.5","11463","11478","91.46583198508453","91.46545060300036","91.46629715676193","11470.5","11463","11478","27.983048852453273","27.981246431446607","27.984188576411412"
"1431","11486.5","11479","11494","28.13101491008478","28.130237625950603","28.131906691542618","11486.5","11479","11494","91.46514268272328","91.46488837748632","91.4654881530433","11486.5","11479","11494","27.98471056402882","27.983935438130235","27.985601816950616"
"1433","11502.5","11495","11510","28.129631669488006","28.127431609338515","28.130913600587007","11502.5","11495","11510","91.46534477342638","91.46495291057386","91.46570064170167","11502.5","11495","11510","27.98335109998349","27.981127872351042","27.98464997442145"
"1435","11518.5","11511","11526","28.12606745663672","28.125608698203465","28.1267731532631","11518.5","11511","11526","91.46591358537866","91.4655607301895","91.46612365049664","11518.5","11511","11526","27.979761799808426","27.97929441858086","27.98046137233676"
