"global_step","Group: general-distillation - _step","Group: general-distillation - _step__MIN","Group: general-distillation - _step__MAX","Group: general-distillation - loss","Group: general-distillation - loss__MIN","Group: general-distillation - loss__MAX","Group: general-distillation-attn - _step","Group: general-distillation-attn - _step__MIN","Group: general-distillation-attn - _step__MAX","Group: general-distillation-attn - loss","Group: general-distillation-attn - loss__MIN","Group: general-distillation-attn - loss__MAX","Group: general-distillation-rep - _step","Group: general-distillation-rep - _step__MIN","Group: general-distillation-rep - _step__MAX","Group: general-distillation-rep - loss","Group: general-distillation-rep - loss__MIN","Group: general-distillation-rep - loss__MAX"
"413","3319.5","3312","3327","2.753615639385749","2.7529829567714756","2.7543670707941055","3319.5","3312","3327","0.22329283168241273","0.22325382524465168","0.22332088807597755","3319.5","3312","3327","2.505183717667622","2.5045808935457945","2.505898751914501"
"415","3335.5","3328","3343","2.75080156027667","2.7502830295945566","2.751431682362006","3335.5","3328","3343","0.22320917317262387","0.22318769456439108","0.22323097253171784","3335.5","3328","3343","2.5024985951450818","2.501964298583822","2.503121834821426"
"417","3351.5","3344","3359","2.7477731422176257","2.747051600032021","2.748664185680725","3351.5","3344","3359","0.22308504492015688","0.2230409320397143","0.22315245088948696","3351.5","3344","3359","2.4996295543497373","2.498937325808511","2.500439763896995"
"419","3367.5","3360","3375","2.745499875071037","2.744856011854438","2.7460160593369176","3367.5","3360","3375","0.22316043392866503","0.22311693049631234","0.22321012741156235","3367.5","3360","3375","2.497306178187818","2.4966932180553316","2.4978303560721025"
"421","3383.5","3376","3391","2.7432127446673764","2.7425256493488526","2.743857511158647","3383.5","3376","3391","0.22320042157248146","0.22316776882576686","0.22322266721176642","3383.5","3376","3391","2.4950049749730225","2.4943568289343143","2.495628522644783"
"423","3399.5","3392","3407","2.740336903734484","2.7399417512844773","2.7408462699568608","3399.5","3392","3407","0.22312776082622535","0.2230950480995405","0.22316081783710381","3399.5","3392","3407","2.492238540311253","2.491814096646431","2.492752623806397"
"425","3415.5","3408","3423","2.7380748333484055","2.7374690616024284","2.7385164847777737","3415.5","3408","3423","0.22317080445973486","0.22313973837862572","0.22319171507516222","3415.5","3408","3423","2.489962773120261","2.48937562987016","2.490432390762914"
"427","3431.5","3424","3439","2.735500684499782","2.7348968138249594","2.736055441433564","3431.5","3424","3439","0.22312259927111883","0.22308013766482182","0.22315618937535134","3431.5","3424","3439","2.4874801666853816","2.4868935790626443","2.4880266468971968"
"429","3447.5","3440","3455","2.732808344940281","2.7322741175899985","2.733521121695186","3447.5","3440","3455","0.22305663446831003","0.22300568742091667","0.2231122969679661","3447.5","3440","3455","2.4848885689467948","2.484356074773965","2.4855558131680344"
"431","3463.5","3456","3471","2.7303411979181993","2.7297514993714294","2.7309589992989514","3463.5","3456","3471","0.2230448258908859","0.22303024401213084","0.22306193104561636","3463.5","3456","3471","2.4824700771734904","2.4818994819523525","2.4830607863910057"
"433","3479.5","3472","3487","2.727687849924493","2.726999451935554","2.7283940875104498","3479.5","3472","3487","0.22298924384484248","0.22295816714017927","0.22302530025947115","3479.5","3472","3487","2.4799075854329136","2.4792597251841677","2.480573451306139"
"435","3495.5","3488","3503","2.7245647937733666","2.724043206261485","2.725240641170078","3495.5","3488","3503","0.22279932464369995","0.2227607944548695","0.22283134648265937","3495.5","3488","3503","2.477022293600993","2.4765119791643784","2.477654738144742"
"437","3511.5","3504","3519","2.721673107332793","2.721086044725127","2.7223110736624614","3511.5","3504","3519","0.2226661218493913","0.22264185957422145","0.2226870184122567","3511.5","3504","3519","2.474306564884037","2.473734430316292","2.4749200344085693"
"439","3527.5","3520","3535","2.718737477774141","2.7180549395365214","2.719265543708676","3527.5","3520","3535","0.22253077431731624","0.22249311475033298","0.22255315997162645","3527.5","3520","3535","2.4715458758479674","2.470911996331668","2.4720757411498773"
"441","3543.5","3536","3551","2.7157382720104137","2.7149932996111077","2.716571912742578","3543.5","3536","3551","0.22236767778870037","0.22231104211352312","0.22244672150088426","3543.5","3536","3551","2.46875474248433","2.468079592250966","2.469496979736365"
"443","3559.5","3552","3567","2.712964160001596","2.7124541162984253","2.7135704113170505","3559.5","3552","3567","0.22225674414354119","0.22223913085841315","0.22228382153847398","3559.5","3552","3567","2.466137669247562","2.4656245167190964","2.4667267430573703"
"445","3575.5","3568","3583","2.710309920729909","2.709662127153444","2.7109786468308146","3575.5","3568","3583","0.22218190107344968","0.2221440845010499","0.22222307689845425","3575.5","3568","3583","2.4635922064073283","2.462976646495207","2.46422190600779"
"447","3591.5","3584","3599","2.707770846140512","2.7069441689736182","2.7084830598462197","3591.5","3584","3599","0.2221227190910714","0.22204650052555175","0.22217002883276532","3591.5","3584","3599","2.4611460472573814","2.4604079170732307","2.4618038368367015"
"449","3607.5","3600","3615","2.7047761506899763","2.7041540704640785","2.7054408296596173","3607.5","3600","3615","0.221932126523036","0.22189575382236787","0.22196894627454322","3607.5","3600","3615","2.4583871738762997","2.457800866373146","2.459006062080694"
"451","3623.5","3616","3631","2.702323032369288","2.701763212220064","2.702888727018779","3623.5","3616","3631","0.22188200417280102","0.22185255077462393","0.2219130749465049","3623.5","3616","3631","2.4560169688864097","2.455480885857524","2.4565550722181797"
"453","3639.5","3632","3647","2.6999511640505194","2.699380202801367","2.700506821440326","3639.5","3632","3647","0.22185723012769337","0.2218412714301102","0.2218735999741607","3639.5","3632","3647","2.453704813646644","2.453148901011936","2.454249526394738"
"455","3661","3648","3674","2.6228808890203728","2.50268816947937","2.697886571288109","3661","3648","3674","0.21775787337954466","0.20005068182945251","0.22181179138856966","3661","3648","3674","2.3821449883117034","2.282276153564453","2.451763924535202"
"457","3682.5","3675","3690","2.5891510793706916","2.583462268748182","2.5968172773718834","3682.5","3675","3690","0.22121618768516127","0.21972306548280918","0.22312085470184684","3682.5","3675","3690","2.3453151847398876","2.341137556319541","2.351050019264221"
"459","3698.5","3691","3706","2.5874435632020596","2.585411347448826","2.589589983622233","3698.5","3691","3706","0.22097035098918758","0.2202627097722143","0.22158459544181824","3698.5","3691","3706","2.34380507868067","2.34256524220109","2.3452867889404296"
"461","3714.5","3707","3722","2.5864169787137112","2.58495594789316","2.588708690761291","3714.5","3707","3722","0.22112738842107388","0.22087847275062672","0.2215802283938398","3714.5","3707","3722","2.342574437390365","2.3413451877800195","2.3444015439023675"
"463","3730.5","3723","3738","2.581992875120645","2.5792320958144375","2.5839983858168125","3730.5","3723","3738","0.2205957878995324","0.2199947815790451","0.2210505795523976","3730.5","3723","3738","2.33873005106004","2.336630433583431","2.3403220623731613"
"465","3746.5","3739","3754","2.5786986198683652","2.577339950289045","2.5800798872867263","3746.5","3739","3754","0.22021418002534138","0.22005629390478135","0.22046227780092192","3746.5","3739","3754","2.335894087889918","2.3347074072701592","2.3369882738733865"
"467","3762.5","3755","3770","2.5748157313996223","2.5742888796329497","2.5754571340022943","3762.5","3755","3770","0.21986502486576942","0.2197264913469553","0.22007076644781723","3762.5","3755","3770","2.3324473660986884","2.3319787656627415","2.3329934315803724"
"469","3778.5","3771","3786","2.573928687061813","2.5736107374059745","2.574274736292222","3778.5","3771","3786","0.22008395905282724","0.2199376162939838","0.22025844448504328","3778.5","3771","3786","2.3313480049784725","2.3311031274017857","2.331519489164476"
"471","3794.5","3787","3802","2.573003290513861","2.5727589319337087","2.5732325062875856","3794.5","3787","3802","0.2203597244924241","0.22024733106449884","0.2204972622452172","3794.5","3787","3802","2.3301546677057856","2.329957857671774","2.330325840972364"
"473","3810.5","3803","3818","2.5727361958310464","2.5716987289859605","2.5736472051437587","3810.5","3803","3818","0.220763139224512","0.22059390567663897","0.22090185750020694","3810.5","3803","3818","2.3294550817922306","2.3286058974028427","2.3302127776080614"
"475","3826.5","3819","3834","2.5710017819628406","2.570530520941683","2.5717924922704696","3826.5","3819","3834","0.22080333222998694","0.22072916009985818","0.2209129836236205","3826.5","3819","3834","2.327713211621247","2.327265957158483","2.3283855609595774"
"477","3842.5","3835","3850","2.5680446707138733","2.5676804721684747","2.5686698745597494","3842.5","3835","3850","0.2205365397502896","0.22047682396239704","0.22059109445651157","3842.5","3835","3850","2.325067707636703","2.324710755400319","2.3256410881876945"
"479","3858.5","3851","3866","2.5666116824674505","2.566140378966476","2.566974028944969","3858.5","3851","3866","0.220657805876117","0.22056280486769492","0.22072766072387937","3858.5","3851","3866","2.3235337789966346","2.3231069605452075","2.323917895555496"
"481","3874.5","3867","3882","2.5648098876736816","2.5640791391828497","2.565310187249387","3874.5","3867","3882","0.22064931785897707","0.22056695507016294","0.22074337257734408","3874.5","3867","3882","2.3217802262481326","2.3211408264399127","2.3221789886601165"
"483","3890.5","3883","3898","2.5625272552988947","2.5623355894440425","2.5626744164940565","3890.5","3883","3898","0.22055551737960521","0.22045033380289653","0.22064155668470822","3890.5","3883","3898","2.3196137203510174","2.319389605987615","2.319806778005191"
"485","3906.5","3899","3914","2.560889785981067","2.560737209919742","2.561190386571904","3906.5","3899","3914","0.22063995031429065","0.22055669036532236","0.22071273904858213","3906.5","3899","3914","2.3178981559780794","2.317693303329776","2.3181988662592836"
"487","3922.5","3915","3930","2.558786425349506","2.558216002782186","2.559365712106228","3922.5","3915","3930","0.22055009136830261","0.22046404401461284","0.22061627287032776","3922.5","3915","3930","2.315913989686113","2.3154356661297024","2.316435038112104"
"489","3938.5","3931","3946","2.5564986696804324","2.5555572624923077","2.557333716574837","3938.5","3931","3946","0.22038960995649687","0.22027182499070075","0.22048485064267243","3938.5","3931","3946","2.313820561172107","2.3130091695324895","2.3145560275982406"
"491","3954.5","3947","3962","2.5533837720424613","2.5529035993437277","2.553885262801701","3954.5","3947","3962","0.2201035949776557","0.22006074228024078","0.22014973083169403","3954.5","3947","3962","2.311039677253095","2.310599672814513","2.3115003829201064"
"493","3970.5","3963","3978","2.5513406007088197","2.5509056853635736","2.551609876908754","3970.5","3963","3978","0.22001225660933021","0.21996445164672637","0.22005707120177023","3970.5","3963","3978","2.3091145291735504","2.3086706757736817","2.3094304737291838"
"495","3986.5","3979","3994","2.549330480485012","2.549109386377014","2.549667964875698","3986.5","3979","3994","0.2199727709274587","0.21993185057658557","0.22003246852914796","3986.5","3979","3994","2.307166947031425","2.306916295206146","2.307504190132022"
"497","4002.5","3995","4010","2.547866757303403","2.5476099278729034","2.5479981598138455","4002.5","3995","4010","0.22003421742947157","0.21997273571434475","0.22008388093502246","4002.5","3995","4010","2.305662096605032","2.3053862833386773","2.3058331986947365"
"499","4018.5","4011","4026","2.5455330473611566","2.545136878085336","2.5462485856630583","4018.5","4011","4026","0.21988295919744613","0.2198596117691805","0.21996402207084678","4018.5","4011","4026","2.303523225963169","2.3031489467222377","2.3041416318579153"
"501","4034.5","4027","4042","2.5437656166438294","2.5431952603488726","2.5441770543883906","4034.5","4027","4042","0.21983914647889083","0.21980870031961272","0.21986999041388297","4034.5","4027","4042","2.3018420025305217","2.301309585571289","2.3022436940151714"
"503","4050.5","4043","4058","2.54199886091981","2.541850408222788","2.5423523341105727","4050.5","4043","4058","0.21983091940463248","0.21977007924970648","0.21988986634279423","4050.5","4043","4058","2.3001152545195853","2.2999137498409814","2.3004536982165513"
"505","4066.5","4059","4074","2.5398302185717796","2.5393794124111806","2.540296368896961","4066.5","4059","4074","0.21971457263734998","0.21969217540763533","0.21973416657557945","4066.5","4059","4074","2.298099549258279","2.2976654547123823","2.2985513284802437"
"507","4082.5","4075","4090","2.538053088350717","2.537356101917686","2.5384137055166915","4082.5","4075","4090","0.21967872936211677","0.2196105766113421","0.21971915038313589","4082.5","4075","4090","2.296375926083044","2.295757346902012","2.296745640440629"
"509","4098.5","4091","4106","2.535585390358952","2.5351592486974592","2.536070504674205","4098.5","4091","4106","0.2194984333173913","0.21946049258197864","0.21953792650050633","4098.5","4091","4106","2.2941340954592566","2.2937206687645157","2.29457344804649"
"511","4114.5","4107","4122","2.5333823796790447","2.532875486576989","2.533992113279445","4114.5","4107","4122","0.2193462804758993","0.21931496538982434","0.21940694915477515","4114.5","4107","4122","2.2921149705553936","2.2916479730972474","2.292653904429504"
"513","4130.5","4123","4138","2.5316739898253795","2.5314413513057925","2.5320319988090416","4130.5","4123","4138","0.21933148296044744","0.21930814304746182","0.2193708058253073","4130.5","4123","4138","2.290447396003369","2.29019484287355","2.2908167332924645"
"515","4146.5","4139","4154","2.529454159120486","2.5288072422223213","2.5299636594951154","4146.5","4139","4154","0.21918387585533203","0.21911726153813876","0.21924122227762444","4146.5","4139","4154","2.2883991851415972","2.28783003171285","2.288866188377142"
"517","4162.5","4155","4170","2.5274179534468155","2.527126334748178","2.5278271034525","4162.5","4155","4170","0.21909331632247894","0.219063239457371","0.21911396290422552","4162.5","4155","4170","2.286480668216552","2.2861728343849976","2.286869290131937"
"519","4178.5","4171","4186","2.5256384610413947","2.525096769856076","2.526136775035411","4178.5","4171","4186","0.2190613185319547","0.21901359156909306","0.21910426330821522","4178.5","4171","4186","2.284756657283509","2.2842649807714293","2.285220966208726"
"521","4194.5","4187","4202","2.5238866198149568","2.5234646590150036","2.5243823103832477","4194.5","4187","4202","0.219021189124275","0.21898041997932338","0.21905453579043443","4194.5","4187","4202","2.2830761064983145","2.282666716143753","2.2835358636397305"
"523","4210.5","4203","4218","2.521948685814008","2.521504721204908","2.5224162022418835","4210.5","4203","4218","0.2189583149752334","0.21894211224534293","0.2189759179840193","4210.5","4203","4218","2.2812232076745707","2.2807968140513055","2.2816663934465717"
"525","4226.5","4219","4234","2.5201316651686962","2.51952677130174","2.5205394468137197","4226.5","4219","4234","0.21888809382103175","0.2188314556287774","0.21892156049331524","4226.5","4219","4234","2.2795044951964707","2.2789661785579463","2.279902431794575"
"527","4242.5","4235","4250","2.518444225256573","2.5180368084323232","2.518767334520817","4242.5","4235","4250","0.21887430675733346","0.21885775472037494","0.2188940267194494","4242.5","4235","4250","2.277855873299962","2.2774630816654966","2.278192900121212"
"529","4258.5","4251","4266","2.5166203070323343","2.51617400759553","2.517166822544626","4258.5","4251","4266","0.21880295858902343","0.21875678491233583","0.21885396470945026","4258.5","4251","4266","2.276134798499756","2.2757203372147203","2.2766207341809532"
"531","4274.5","4267","4282","2.5147164413067635","2.5144090102418084","2.515001438165966","4274.5","4267","4282","0.21872250167120796","0.21869187909736618","0.2187455499934878","4274.5","4267","4282","2.2743472037920633","2.2740257121410727","2.274653428675313"
"533","4290.5","4283","4298","2.512940543373112","2.512536509680729","2.513400479195974","4290.5","4283","4298","0.2186921711138619","0.21868230000506947","0.2187063433826925","4290.5","4283","4298","2.2726302591401133","2.272238169599882","2.2730701802632747"
"535","4306.5","4299","4314","2.5112993262965113","2.5109697645695515","2.5115626279264687","4306.5","4299","4314","0.21867813068027367","0.2186518947593868","0.21870221407188697","4306.5","4299","4314","2.2710274318639834","2.2706940048910016","2.2713144306093453"
"537","4322.5","4315","4330","2.5093822476333862","2.508919909742423","2.509947407354669","4322.5","4315","4330","0.2185882102381681","0.21856432252569852","0.21863320617504964","4322.5","4315","4330","2.2692275134343407","2.2687971699749876","2.269738803731232"
"539","4338.5","4331","4346","2.5076746166613564","2.5073239226127213","2.5080932960623787","4338.5","4331","4346","0.2185404900526038","0.2185170235299676","0.2185673629041055","4338.5","4331","4346","2.267589333325219","2.2672388962387076","2.267985797708943"
"541","4354.5","4347","4362","2.5057806955030912","2.505437227053063","2.506111501087976","4354.5","4347","4362","0.21844218763340995","0.21842704647285646","0.21845211069360912","4354.5","4347","4362","2.26582484074199","2.2654812342824053","2.2661660589104473"
"543","4370.5","4363","4378","2.5042700273284204","2.503980720034805","2.5045735285702078","4370.5","4363","4378","0.2184500615898824","0.21842577863246837","0.21847813036790545","4370.5","4363","4378","2.2643254245739297","2.264022927006114","2.2646426358683542"
"545","4386.5","4379","4394","2.502657549142358","2.5023652433939407","2.5030108721719846","4386.5","4379","4394","0.218433897451488","0.2184152050427475","0.21844854408113407","4386.5","4379","4394","2.262751377555264","2.2624479334788634","2.2631080627441404"
"547","4402.5","4395","4410","2.4429835679264214","2.4399032409374533","2.445817554698271","4402.5","4395","4410","0.22125671493960164","0.22051280393050268","0.22201977845500498","4402.5","4395","4410","2.200916221850053","2.198425692896689","2.2029903173446654"
"549","4418.5","4411","4426","2.434128301860588","2.4323533922433853","2.435798493715433","4418.5","4411","4426","0.21934911097439536","0.21875832757602134","0.21983367683632032","4418.5","4411","4426","2.1941802890547755","2.192997326453527","2.195381040756519"
"551","4434.5","4427","4442","2.428732503244998","2.4269175803524323","2.430997095912336","4434.5","4427","4442","0.21826261008343692","0.21786474427957644","0.21867991570966788","4434.5","4427","4442","2.1899413118185618","2.1885657200868103","2.1917244899703796"
"553","4450.5","4443","4458","2.428080683586084","2.4272300778773794","2.428738269485345","4450.5","4443","4458","0.2184631369911309","0.2181309562241822","0.21864362680912017","4450.5","4443","4458","2.1891268326647437","2.1886351129464936","2.189605722908212"
"555","4466.5","4459","4474","2.4274681874205593","2.42676009747806","2.427926696009106","4466.5","4459","4474","0.21870022956651838","0.2185211787755425","0.2188655748119894","4466.5","4459","4474","2.1883193353445485","2.1877880944501635","2.1887730128235288"
"557","4482.5","4475","4490","2.427619903717796","2.4269633186596065","2.4282202253896723","4482.5","4475","4490","0.21901310293233883","0.2187936133679065","0.21927397031122478","4482.5","4475","4490","2.1881526267785096","2.187717654851562","2.18849459905473"
"559","4498.5","4491","4506","2.425509246067152","2.424869656562805","2.4260785499828286","4498.5","4491","4506","0.21883804393072626","0.21866196783903602","0.21893590232401944","4498.5","4491","4506","2.186254848251285","2.1858016943263117","2.18672010430879"
"561","4514.5","4507","4522","2.4234456607930013","2.4228675290650012","2.4239574680725733","4514.5","4507","4522","0.21861912751820245","0.21855109590825025","0.21872293239831925","4514.5","4507","4522","2.184460226733086","2.183950962739832","2.1849206974109014"
"563","4530.5","4523","4538","2.4221212907488727","2.4218078440490083","2.4224801552169315","4530.5","4523","4538","0.2186587729566088","0.21853602260023683","0.21878296768707436","4530.5","4523","4538","2.183114959541341","2.1828349251364996","2.1833495731488557"
"565","4546.5","4539","4554","2.420074769903656","2.419510981879638","2.420410277363591","4546.5","4539","4554","0.21845867773559854","0.2183489550991118","0.21856380242128343","4546.5","4539","4554","2.1813230525816176","2.180879019644567","2.1816235294467523"
"567","4562.5","4555","4570","2.4182443784815177","2.4180705315726145","2.4185012129718544","4562.5","4555","4570","0.21833553110240933","0.21826988167664002","0.21841280973953886","4562.5","4555","4570","2.1796460019702923","2.1794678129468648","2.17990659181725"
"569","4578.5","4571","4586","2.417789980552895","2.417463507432602","2.4179872402681766","4578.5","4571","4586","0.2185217661859828","0.2183792369798593","0.21863326196882182","4578.5","4571","4586","2.1790261990039466","2.1788521685251374","2.179157158907722"
"571","4594.5","4587","4602","2.4159333432445114","2.4157860273282314","2.4161279714933714","4594.5","4587","4602","0.2184250003517558","0.21835409302264452","0.21849900056798774","4594.5","4587","4602","2.1772943949900125","2.1771379968394404","2.1774959932836215"
"573","4610.5","4603","4618","2.415246049385574","2.415078366102834","2.415606254780734","4610.5","4603","4618","0.21858384274028483","0.218513784030755","0.21865065219151628","4610.5","4603","4618","2.176447538679154","2.1762842246004053","2.1768058091402054"
"575","4626.5","4619","4634","2.4142677524643923","2.4138861050934284","2.4146566838026047","4626.5","4619","4634","0.2186606475418455","0.2186394011771856","0.21868604227116234","4626.5","4619","4634","2.1754040147630693","2.1750258398951967","2.175765925440295"
"577","4642.5","4635","4650","2.4117350742306547","2.4111407102323046","2.4122057345605667","4642.5","4635","4650","0.2183711193903668","0.21827597173989988","0.2184148381948471","4642.5","4635","4650","2.1731793117838363","2.1726946311838486","2.173600832781484"
"579","4658.5","4651","4666","2.4107392605444877","2.410651144182265","2.410815581012128","4658.5","4651","4666","0.2184346460340844","0.21834176476819045","0.21848924011818363","4658.5","4651","4666","2.172138078642945","2.172006683015911","2.172225265737292"
"581","4674.5","4667","4682","2.4098363055258094","2.40952005179032","2.410193432228906","4674.5","4667","4682","0.21851330615178793","0.218479694597489","0.21855215822560925","4674.5","4667","4682","2.171180121996037","2.1708746872777525","2.171513165746416"
"583","4690.5","4683","4698","2.4082487214671024","2.40759791848687","2.4086100414798066","4690.5","4683","4698","0.21843834441638518","0.2183362899541462","0.21849469320486056","4690.5","4683","4698","2.1696784474789945","2.1691383930564516","2.170014682251054"
"585","4706.5","4699","4714","2.4057231289758363","2.4052529857378797","2.4061932323070674","4706.5","4699","4714","0.21810159485268865","0.21806494721144346","0.21813356179075363","4706.5","4699","4714","2.1675230228301743","2.1670852524573814","2.167954493027467"
"587","4722.5","4715","4730","2.404141686104405","2.4035749211574275","2.4047894652296855","4722.5","4715","4730","0.2180429991054031","0.2179667664794822","0.21813658002491404","4722.5","4715","4730","2.16603953955596","2.165544554657801","2.166583067760235"
"589","4738.5","4731","4746","2.4018691543063526","2.401196057223324","2.4022278116886007","4738.5","4731","4746","0.21777928055644105","0.21768841492926244","0.2178293809316203","4738.5","4731","4746","2.1640601314637467","2.1634895043556246","2.1644121846833895"
"591","4754.5","4747","4762","2.399836203921149","2.3994566482751547","2.4002262824111513","4754.5","4747","4762","0.21754662379377723","0.21751287618695783","0.2175879785998","4754.5","4747","4762","2.1622966959898093","2.1619378289397884","2.1626423267854586"
"593","4770.5","4763","4778","2.3983064831309258","2.397632680007656","2.398829380144175","4770.5","4763","4778","0.21744858316600912","0.21733911521975655","0.21753724205952424","4770.5","4763","4778","2.1608886477358142","2.1603329061995584","2.1613295273260866"
"595","4786.5","4779","4794","2.3968350022052203","2.3964583004327644","2.3970498034191614","4786.5","4779","4794","0.21734276389803314","0.21730458107301776","0.217378393699876","4786.5","4779","4794","2.15954468698674","2.1591990760394504","2.1597651402865137"
"597","4802.5","4795","4810","2.395105756983511","2.3948897516871073","2.3953011319333433","4802.5","4795","4810","0.21724356048161647","0.21721866066628015","0.21726657268919794","4802.5","4795","4810","2.1579302096504374","2.1577150961002673","2.1581474783665993"
"599","4818.5","4811","4826","2.3941840274690427","2.3939556544452145","2.3943435339860515","4818.5","4811","4826","0.2172877001658568","0.21725407741823285","0.21731806937714068","4818.5","4811","4826","2.1569682157780345","2.1567450951257605","2.1571217877484266"
"601","4834.5","4827","4842","2.3929572633669602","2.3923642486167354","2.39339461164041","4834.5","4827","4842","0.21727283334332206","0.2171920106897141","0.21731687459508264","4834.5","4827","4842","2.1557629555866065","2.1552591628868485","2.1561504964124074"
"603","4850.5","4843","4858","2.3909344962229655","2.3904602604776524","2.39136388035197","4850.5","4843","4858","0.2170465367774992","0.21699182049420532","0.21710519648966242","4850.5","4843","4858","2.153996630675862","2.1535873488958086","2.1543822794368395"
"605","4866.5","4859","4874","2.3895351557931623","2.3894243200537058","2.3896327170275025","4866.5","4859","4874","0.21698025109836958","0.21692129192213533","0.21704416342912672","4866.5","4859","4874","2.1526824403021325","2.1525472341599197","2.1528282219828188"
"607","4882.5","4875","4890","2.3887063132764794","2.388431929142369","2.3890522060765216","4882.5","4875","4890","0.21704944140266855","0.2170175275791753","0.21708222532772603","4882.5","4875","4890","2.15180149205308","2.1515450457129814","2.152113026404967"
"609","4898.5","4891","4906","2.3872392858389158","2.3868263296833954","2.3877002693830973","4898.5","4891","4906","0.2169754310278134","0.21690823085116218","0.21702239949988","4898.5","4891","4906","2.1504278937486707","2.150060324375231","2.1508373278710575"
"611","4914.5","4907","4922","2.386215760218831","2.38604217801646","2.3863469320994155","4914.5","4907","4922","0.2170075775730361","0.2169668896840169","0.2170396725572116","4914.5","4907","4922","2.149384951591575","2.1491815962497656","2.1495579758515726"
"613","4930.5","4923","4938","2.384808232560393","2.3846072799696656","2.385074004753312","4930.5","4923","4938","0.21694422856610265","0.2169212706137767","0.2169652765725128","4930.5","4923","4938","2.1480585445502727","2.1478412949720873","2.148328907009381"
"615","4946.5","4939","4954","2.383718631333201","2.3834757572423153","2.383951506105022","4946.5","4939","4954","0.21695092692849993","0.2169356268725244","0.21696353841563012","4946.5","4939","4954","2.1469722904431103","2.1467314082096216","2.1472136462512226"
"617","4962.5","4955","4970","2.382787009256213","2.382341339069864","2.3831756620759696","4962.5","4955","4970","0.21702205069616828","0.2169694343338842","0.21704388253515075","4962.5","4955","4970","2.1459767207669533","2.1455886772404544","2.1463416195671323"
"619","4978.5","4971","4986","2.3813286117473234","2.381050523619277","2.3815163312709493","4978.5","4971","4986","0.216931806968261","0.216915590624797","0.21695150883770634","4978.5","4971","4986","2.144629961924264","2.144347331126867","2.1448318454092496"
"621","4994.5","4987","5002","2.3803611280796235","2.380129058239291","2.3805911004543305","4994.5","4987","5002","0.2169647930411937","0.21694513805641616","0.21698904711988282","4994.5","4987","5002","2.143641370156978","2.143421510298916","2.1438744767506916"
"623","5010.5","5003","5018","2.379459697521673","2.3792729494468356","2.3796544649771283","5010.5","5003","5018","0.21701828284128494","0.21699680820627126","0.21704012149558033","5010.5","5003","5018","2.1426965094530197","2.1424943395108342","2.1429096230051736"
"625","5026.5","5019","5034","2.378221317612431","2.3778656084524457","2.378468053425725","5026.5","5019","5034","0.21698345665219226","0.21694450779979776","0.2170115605149333","5026.5","5019","5034","2.1415111844533907","2.1411900177330034","2.141746232820594"
"627","5042.5","5035","5050","2.37681045159874","2.3764674090684417","2.3771600622085876","5042.5","5035","5050","0.21689343600899894","0.2168515172848909","0.2169405154258678","5042.5","5035","5050","2.1402060701366357","2.1399009831528186","2.1405291691606427"
"629","5058.5","5051","5066","2.3756307093497244","2.375158912285175","2.3760902233511567","5058.5","5051","5066","0.21685495579108865","0.2167998566524537","0.21690598571201763","5058.5","5051","5066","2.139080706648305","2.1386725089484333","2.1394826996039193"
"631","5074.5","5067","5082","2.374159433894626","2.373845698443326","2.3744157245930504","5074.5","5067","5082","0.2167607994199708","0.2167357858351745","0.21678057987817106","5074.5","5067","5082","2.137730525274136","2.137439815087752","2.137983896364184"
"633","5090.5","5083","5098","2.372695560162579","2.3725093644649826","2.3729944885119623","5090.5","5083","5098","0.2166528204927292","0.21663370135215626","0.21667430176536664","5090.5","5083","5098","2.13639622183538","2.1361898961606056","2.136677416062903"
"635","5106.5","5099","5114","2.371507104341408","2.3711587917150267","2.3717469037248846","5106.5","5099","5114","0.21661579356773486","0.21658850493863524","0.2166378699050426","5106.5","5099","5114","2.13526437130017","2.134946194019808","2.1355025374822403"
"637","5122.5","5115","5130","2.2984499474438445","2.295661687850952","2.301500883102417","5122.5","5115","5130","0.20997219686809795","0.2091636096729952","0.2108563655614853","5122.5","5115","5130","2.069839680034137","2.067949849016526","2.071951003074646"
"639","5138.5","5131","5146","2.3041414178717994","2.3025523026784263","2.3056566975333475","5138.5","5131","5146","0.2118749028223196","0.21146432132948012","0.2123045479709452","5138.5","5131","5146","2.0735231679650674","2.0723489787843494","2.0745854052630337"
"641","5154.5","5147","5162","2.300667556218864","2.2996200043478128","2.302474171557325","5154.5","5147","5162","0.21108346145583903","0.2108316973403648","0.21152437208814823","5154.5","5147","5162","2.0709899995455103","2.07018992194423","2.072345387428365"
"643","5170.5","5163","5178","2.2995660746664064","2.2986599703629813","2.300711472119604","5170.5","5163","5178","0.21094126367970362","0.21065871591369312","0.21124204474368266","5170.5","5163","5178","2.070103833148311","2.0695029139518737","2.070926023381097"
"645","5186.5","5179","5194","2.2998866658036805","2.299287082273749","2.300700253998207","5186.5","5179","5194","0.21127226329769838","0.21117607661250498","0.21147164120184664","5186.5","5179","5194","2.0700880409201843","2.069564446618285","2.070693777096982"
"647","5202.5","5195","5210","2.2982274083244714","2.2967190024527637","2.2995086185475615","5202.5","5195","5210","0.21126018724728415","0.21075849954716183","0.2116580866277218","5202.5","5195","5210","2.068482583702967","2.067508354783058","2.0693521930816328"
