"global_step","Group: general-distillation - _step","Group: general-distillation - _step__MIN","Group: general-distillation - _step__MAX","Group: general-distillation - loss","Group: general-distillation - loss__MIN","Group: general-distillation - loss__MAX","Group: general-distillation-attn - _step","Group: general-distillation-attn - _step__MIN","Group: general-distillation-attn - _step__MAX","Group: general-distillation-attn - loss","Group: general-distillation-attn - loss__MIN","Group: general-distillation-attn - loss__MAX","Group: general-distillation-rep - _step","Group: general-distillation-rep - _step__MIN","Group: general-distillation-rep - _step__MAX","Group: general-distillation-rep - loss","Group: general-distillation-rep - loss__MIN","Group: general-distillation-rep - loss__MAX"
"1333","10702.5","10695","10710","1.9812038197662099","1.980983384337777","1.981430955162556","10702.5","10695","10710","0.1995732040237595","0.19950897227765577","0.19962563189537766","10702.5","10695","10710","1.7681023843398576","1.7679489820864132","1.7682721148737865"
"1335","10718.5","10711","10726","1.9807488581462156","1.980686727553104","1.9808425575641575","10718.5","10711","10726","0.1994954568942227","0.19946827793381258","0.1995239225766992","10718.5","10711","10726","1.7677382452457402","1.7677017010829612","1.7678110314120212"
"1337","10734.5","10727","10742","1.9805157984212372","1.980321969175384","1.980841682692426","10734.5","10727","10742","0.1994799965819184","0.19943587026308518","0.1995698738481767","10734.5","10727","10742","1.7675258803837173","1.767378286079124","1.7677594632855067"
"1339","10750.5","10743","10758","1.9804427569889518","1.9803469154716196","1.9805814528843009","10750.5","10743","10758","0.19951203008972854","0.1994906227454364","0.19953897807882529","10750.5","10743","10758","1.7674213452474388","1.7673360861247855","1.767533744481381"
"1341","10766.5","10759","10774","1.980222751230882","1.9801256850133402","1.9802992534936275","10766.5","10759","10774","0.19950396118023073","0.19946942166799667","0.19953296877170312","10766.5","10759","10774","1.7672070061927592","1.7671378619827807","1.7672533492691942"
"1343","10782.5","10775","10790","1.9802140520222116","1.9801548011827925","1.9803111618253546","10782.5","10775","10790","0.19955621466714685","0.19954039449787306","0.19957685962476782","10782.5","10775","10790","1.7671492297592541","1.767105855871222","1.7672233374815591"
"1345","10798.5","10791","10806","1.9800188766579512","1.9798092377558665","1.9802270184003015","10798.5","10791","10806","0.19954465673221344","0.19950324754188953","0.19959257996102667","10798.5","10791","10806","1.7669685676729137","1.7668030141071052","1.7671270639238756"
"1347","10814.5","10807","10822","1.9798731539084553","1.9797950759960026","1.9799395101368673","10814.5","10807","10822","0.1995439251932842","0.19952638188080657","0.19956067881015283","10814.5","10807","10822","1.7668288365865297","1.7667686301494332","1.7668777715103037"
"1349","10830.5","10823","10838","1.9795153941112402","1.979398375912233","1.9796100733053945","10830.5","10823","10838","0.19949152167451198","0.19947479958279749","0.19950557185302203","10830.5","10823","10838","1.766532858709887","1.7664374396276703","1.7666099043464816"
"1351","10846.5","10839","10854","1.9789954635150822","1.97887739345443","1.9791287790611092","10846.5","10839","10854","0.19939696965898962","0.19936841391787238","0.1994296978833264","10846.5","10839","10854","1.7661187476500533","1.766017327006434","1.7662180041214723"
"1353","10862.5","10855","10870","1.9787523384512848","1.9786596062529178","1.9788020994582791","10862.5","10855","10870","0.19938249985309722","0.1993617901820263","0.19939463546762437","10862.5","10855","10870","1.7658942122022885","1.7658236013113997","1.765931912177911"
"1355","10878.5","10871","10886","1.9783559323950042","1.9781381452314544","1.9785159576916893","10878.5","10871","10886","0.19931022665442563","0.19925704977062883","0.19934820209435722","10878.5","10871","10886","1.7655788689751486","1.7654162724398288","1.76569879422787"
"1357","10894.5","10887","10902","1.977717106118833","1.9776670282064046","1.977845880915137","10894.5","10887","10902","0.19916866449179804","0.19914936111751796","0.19920265891534442","10894.5","10887","10902","1.7650870379383803","1.7650458348543536","1.7651802603812778"
"1359","10910.5","10903","10918","1.9775033527472898","1.977449571085858","1.977551123370295","10910.5","10903","10918","0.1991440923965267","0.19912897678755823","0.1991599806062001","10910.5","10903","10918","1.7649078866215167","1.7648650441705587","1.7649461164365028"
"1361","10926.5","10919","10934","1.977466126392113","1.9774301404415815","1.9775000520971384","10926.5","10919","10934","0.19918262335145434","0.19917417577143465","0.1991909216707267","10926.5","10919","10934","1.7648377014843688","1.7648037355367265","1.7648777097798465"
"1363","10942.5","10935","10950","1.9625836030089752","1.9561574459075928","1.9663828565524175","10942.5","10935","10950","0.19670637293329263","0.19447503370397232","0.19795437693595885","10942.5","10935","10950","1.752695163363278","1.7486326063380522","1.7553024016893828"
"1365","10958.5","10951","10966","1.9648526306598306","1.9620273560285568","1.9673648732049125","10958.5","10951","10966","0.19791617722500227","0.19736942804108062","0.1984527354675626","10958.5","10951","10966","1.7538253483415114","1.7515570397178333","1.755766440951635"
"1367","10974.5","10967","10982","1.9642464673681754","1.9626043694359916","1.9662207669400154","10974.5","10967","10982","0.1977819808222013","0.19730801188520022","0.1984082246397404","10974.5","10967","10982","1.753346146352476","1.7521936552865165","1.7546535844498492"
"1369","10990.5","10983","10998","1.9655744466345941","1.9647732314310575","1.9663531068832643","10990.5","10983","10998","0.1980868546761856","0.19781752299945965","0.1983398288488388","10990.5","10983","10998","1.7543157912115628","1.7537864823090403","1.7548374879744746"
"1371","11006.5","10999","11014","1.9657308954772283","1.9650779639520952","1.9666840105640644","11006.5","10999","11014","0.19803593629962735","0.1978251261095847","0.19832924211106331","11006.5","10999","11014","1.7545151440385882","1.7540750013122075","1.7551642242743044"
"1373","11022.5","11015","11030","1.965892542878223","1.964904775794264","1.9667358003305586","11022.5","11015","11030","0.19834192062590691","0.19805778953105369","0.19857668014389745","11022.5","11015","11030","1.7543563591995022","1.7536520290125104","1.7549692834361215"
"1375","11038.5","11031","11046","1.9631369104362568","1.9624246160189311","1.9635257737427814","11038.5","11031","11046","0.19758987540695983","0.19735610048781643","0.19770663217684933","11038.5","11031","11046","1.7523708732439125","1.7519124708734117","1.7526649198224467"
"1377","11054.5","11047","11062","1.963912710867737","1.9635979518417483","1.964375382311204","11054.5","11047","11062","0.1977959312480477","0.19769480264137598","0.19798255504346363","11054.5","11047","11062","1.7529214108757605","1.7527111827834578","1.7531897904826146"
"1379","11070.5","11063","11078","1.964530954624514","1.9643402757169512","1.9647318559841518","11070.5","11063","11078","0.19806398795873928","0.19802048998583255","0.19811295527611336","11070.5","11063","11078","1.7532630211086075","1.7530991108990712","1.7534162245527671"
"1381","11086.5","11079","11094","1.9642119928425763","1.9639763455040538","1.9645475847156424","11086.5","11079","11094","0.19810403541038715","0.19802934007522777","0.19817060227260777","11086.5","11079","11094","1.7529128594020222","1.7527553250614447","1.7531782255360955"
"1383","11102.5","11095","11110","1.9643214407115208","1.964047094010322","1.964545948409486","11102.5","11095","11110","0.19813560681201534","0.1980625313643509","0.19820983570882644","11102.5","11095","11110","1.753004304233581","1.7528030907509953","1.7531521364875224"
"1385","11118.5","11111","11126","1.964198210728799","1.9635941851201482","1.9646888172304309","11118.5","11111","11126","0.1980868501819508","0.1979190945157206","0.19821671334238386","11118.5","11111","11126","1.7529349190208237","1.752501946469252","1.753292143022692"
"1387","11134.5","11127","11142","1.963384629679791","1.963125622416117","1.9635609496193585","11134.5","11127","11142","0.19783107945815612","0.19773261888199542","0.19788567321078993","11134.5","11127","11142","1.7523887009975716","1.7522314735205777","1.7525073951497345"
"1389","11150.5","11143","11158","1.9633114989912424","1.9628915979621115","1.9637665375895883","11150.5","11143","11158","0.19786532438507676","0.19775465423447283","0.19796786438459638","11150.5","11143","11158","1.7522827269336962","1.7519489390126775","1.7526340514764018"
"1391","11166.5","11159","11174","1.9624880270356726","1.9623310805898662","1.962678791852943","11166.5","11159","11174","0.19774189266317171","0.19769571546613546","0.1978013524274786","11166.5","11159","11174","1.7515871616437881","1.7514768604037594","1.751718827046846"
"1393","11182.5","11175","11190","1.9619425303992473","1.9618104677314077","1.9621665761355431","11182.5","11175","11190","0.19759110626097412","0.19754161870858777","0.1976488053856997","11182.5","11175","11190","1.7511902920828966","1.7511099446601943","1.751362249014839"
"1395","11198.5","11191","11206","1.9617183407458103","1.96145457909486","1.961966160761706","11198.5","11191","11206","0.19755127383364657","0.19747435812638184","0.1976302230335758","11198.5","11191","11206","1.7510185842246546","1.750833635463893","1.7511855350426393"
"1397","11214.5","11207","11222","1.961942001785937","1.9616371150638747","1.9621898434686322","11214.5","11207","11222","0.19767692568579265","0.19759354549905528","0.1977504732760977","11214.5","11207","11222","1.7511166524272959","1.7508954628654148","1.7512911477832929"
"1399","11230.5","11223","11238","1.9614271901795295","1.961244566042548","1.9615537188450496","11230.5","11223","11238","0.19759436308623374","0.19753428072390627","0.1976371651770059","11230.5","11223","11238","1.7506841791283898","1.7505647722022328","1.7507726657390594"
"1401","11246.5","11239","11254","1.9616970632564326","1.961550422394887","1.9617787234790693","11246.5","11239","11254","0.19771125887873703","0.1976635565933509","0.1977440689647744","11246.5","11239","11254","1.7508378233635513","1.7507367978493373","1.7508878730449016"
"1403","11262.5","11255","11270","1.9618011348157622","1.961653022173636","1.9619240623323617","11262.5","11255","11270","0.19779341035548512","0.19775087377446854","0.19782457101598314","11262.5","11255","11270","1.7508592910619984","1.750753307413912","1.7509543521270405"
"1405","11278.5","11271","11286","1.9618973966941293","1.9617573370960704","1.9620485420707319","11278.5","11271","11286","0.19789353799717593","0.19784447143590728","0.19793970709224398","11278.5","11271","11286","1.7508522299739375","1.750752204164141","1.7509593570832727"
"1407","11294.5","11287","11302","1.9613630650872622","1.9611550324628142","1.9614884457654422","11294.5","11287","11302","0.1977718743826729","0.197725165128052","0.19780362238649463","11294.5","11287","11302","1.7504447637252718","1.7502811963866358","1.7505411765641636"
"1409","11310.5","11303","11318","1.9609571758050584","1.9608820083113057","1.961031024693817","11310.5","11303","11318","0.1976975136229359","0.19767467068981903","0.19772406695065675","11310.5","11303","11318","1.7501176816785182","1.7500642379439082","1.7501798417624526"
"1411","11326.5","11319","11334","1.9610297282932674","1.9607931007092922","1.961234823208821","11326.5","11319","11334","0.19775716848939243","0.1976842526252845","0.19781815926485424","11326.5","11319","11334","1.7501322543409874","1.7499700217091259","1.7502752236173122"
"1413","11342.5","11335","11350","1.9606776681485123","1.960569916850459","1.9607735043494179","11342.5","11335","11350","0.19767181383184404","0.1976360367234896","0.19769242911108267","11342.5","11335","11350","1.7498707762475747","1.749798658700465","1.7499436058350264"
"1415","11358.5","11351","11366","1.9605180856725177","1.9604101818564874","1.9606255462192035","11358.5","11351","11366","0.19764319102459924","0.1976207974269606","0.19766969037867488","11358.5","11351","11366","1.7497390015401737","1.7496549458072246","1.7498190563889178"
"1417","11374.5","11367","11382","1.960202468029039","1.9600647175863066","1.9603457327593456","11374.5","11367","11382","0.1975728623299068","0.19752901637970796","0.19760804897682233","11374.5","11367","11382","1.749491855892809","1.7493963744218346","1.7496019876816056"
"1419","11390.5","11383","11398","1.959926087895747","1.9598304232831074","1.9600168601740513","11390.5","11383","11398","0.19752084821928906","0.1974988888859488","0.19754422882463196","11390.5","11383","11398","1.7492678693247015","1.7491932622191682","1.749335749875392"
"1421","11406.5","11399","11414","1.960144483621586","1.9601065189404003","1.9602000386972005","11406.5","11399","11414","0.19761178814928276","0.1975984983461893","0.1976344668082077","11406.5","11399","11414","1.749396013300271","1.7493694918388027","1.7494360315623294"
"1423","11422.5","11415","11430","1.9603448572321136","1.9602914232511308","1.9604035071757158","11422.5","11415","11430","0.19772032016368019","0.19770785147592457","0.19773858888187873","11422.5","11415","11430","1.7494864504282694","1.7494460998393944","1.7495273340810165"
"1425","11438.5","11431","11446","1.9601975719117097","1.9600968033222141","1.9602781935891265","11438.5","11431","11446","0.1977222074017314","0.19769537723416766","0.19774021927601965","11438.5","11431","11446","1.7493394858410534","1.7492656583269242","1.7493995628933485"
"1427","11454.5","11447","11462","1.95989014371004","1.9597694022476617","1.960042850199396","11454.5","11447","11462","0.19765810769608796","0.19762383081577894","0.19770368896460555","11454.5","11447","11462","1.7490959884922441","1.7490104614612836","1.7492025103509483"
"1429","11470.5","11463","11478","1.9597162249551967","1.959558176705735","1.9598307511953443","11470.5","11463","11478","0.1976400666161035","0.1975960026961687","0.1976819016868737","11470.5","11463","11478","1.7489405532783295","1.748827901965413","1.7490117860257133"
"1431","11486.5","11479","11494","1.9599190402784894","1.9598389509037069","1.9599925625431645","11486.5","11479","11494","0.1977369129628677","0.19770320410421793","0.1977641135720746","11486.5","11479","11494","1.7490444102518012","1.7489959648831397","1.7491001135594135"
"1433","11502.5","11495","11510","1.9598628246108587","1.9596839161358328","1.9599674715284716","11502.5","11495","11510","0.1977671639411232","0.19772648744019708","0.1977916463163861","11502.5","11495","11510","1.7489594437489682","1.7488204920219401","1.7490406234013407"
"1435","11518.5","11511","11526","1.9596063275725741","1.9595508841367868","1.9596939621439642","11518.5","11511","11526","0.19773775745325542","0.1977041749490632","0.1977809475964903","11518.5","11511","11526","1.7487351124880266","1.7487059011613038","1.7487788357710474"
"1437","11534.5","11527","11542","1.9595939523199923","1.9594567861086056","1.9596885755397597","11534.5","11527","11542","0.1978010489141092","0.19777643405851514","0.19781637683101339","11534.5","11527","11542","1.748651951605627","1.748540967089649","1.7487299737088586"
"1439","11550.5","11543","11558","1.9596947949751864","1.9596219146918787","1.9597669870450005","11550.5","11543","11558","0.19787809449126276","0.1978460421737332","0.19790680315748824","11550.5","11543","11558","1.7486828472237477","1.7486414639619146","1.7487275026888254"
"1441","11566.5","11559","11574","1.9597069375537457","1.959587570370129","1.9597734957581707","11566.5","11559","11574","0.1979113410486558","0.19789630810761472","0.19792513193148056","11566.5","11559","11574","1.7486590174094871","1.7485554896825175","1.7487132339192413"
"1443","11582.5","11575","11590","1.959286834310472","1.9592124087912592","1.9593455244523916","11582.5","11575","11590","0.1978428293298751","0.1978247624334939","0.1978554291574656","11582.5","11575","11590","1.7483096944412753","1.7482535481817496","1.7483551886744275"
"1445","11598.5","11591","11606","1.959007034278195","1.9589394397405258","1.9590742490638322","11598.5","11591","11606","0.1978059516568361","0.1977828572201262","0.19782782026540036","11598.5","11591","11606","1.7480754506456233","1.7480307061629123","1.7481191253912325"
"1447","11614.5","11607","11622","1.9586464909310837","1.9584144561940973","1.9587876950993257","11614.5","11607","11622","0.19773740287519784","0.1976753625653007","0.19777663435817028","11614.5","11607","11622","1.7477850909633719","1.7476166332418268","1.747895689746913"
"1449","11630.5","11623","11638","1.9582855183165004","1.9581533563670828","1.958427814876332","11630.5","11623","11638","0.1976687166061566","0.19764211744218324","0.19770316146795172","11630.5","11623","11638","1.747496096855804","1.7473915814506136","1.7476044574061145"
"1451","11646.5","11639","11654","1.95808677518268","1.9579984782710098","1.958187330388621","11646.5","11639","11654","0.1976383759060761","0.19761034595349883","0.19766773238485114","11646.5","11639","11654","1.7473264571440845","1.7472662896563504","1.747397103587563"
"1453","11662.5","11655","11670","1.9504333753577012","1.9451194015042534","1.9566885287111455","11662.5","11655","11670","0.19702415929510275","0.19554872245624147","0.19886817105791785","11662.5","11655","11670","1.7404509261372993","1.736730563229528","1.7447709061882712"
"1455","11678.5","11671","11686","1.9546794532824106","1.9533893937865894","1.956635198990504","11678.5","11671","11686","0.19849560758689783","0.198048012641569","0.19912699287136396","11678.5","11671","11686","1.7432915507342324","1.7424678231279056","1.7446049869060516"
"1457","11694.5","11687","11702","1.9536024086291222","1.9526407782749464","1.9548182574714101","11694.5","11687","11702","0.19775432938858653","0.19747649629910788","0.19812454555819675","11694.5","11687","11702","1.7428962480852424","1.7422006617310226","1.7437548143107717"
"1459","11710.5","11703","11718","1.9513685554400857","1.9505351905165047","1.9519837596377387","11710.5","11703","11718","0.19732665278016243","0.19704227984465403","0.19756305182263964","11710.5","11703","11718","1.7410756138821257","1.7405362725257874","1.7414836981257453"
"1461","11726.5","11719","11734","1.9512538140102342","1.9503706192514698","1.95187255395513","11726.5","11719","11734","0.19751456606696377","0.1972878097918383","0.1976621950121775","11726.5","11719","11734","1.7407420237842839","1.7400805805898776","1.7412241170195495"
"1463","11742.5","11735","11750","1.9511119422390133","1.9503314298662273","1.951672003143712","11742.5","11735","11750","0.19749316642334358","0.19730853094634684","0.19762627630637436","11742.5","11735","11750","1.7406366976834595","1.7400446662848645","1.7410659269282693"
"1465","11758.5","11751","11766","1.9514653985949728","1.9512712703094826","1.9517558735107707","11758.5","11751","11766","0.19762717660570098","0.19752501259342983","0.19770346575068987","11758.5","11751","11766","1.7408590243253546","1.7406538939690805","1.7410770988909998"
"1467","11774.5","11767","11782","1.9493907692527672","1.9488891226346376","1.9498381274087089","11774.5","11767","11782","0.19702561023067974","0.19690664136996033","0.19715068217307802","11774.5","11767","11782","1.7394040705172966","1.7390211493265433","1.7397249326819466"
"1469","11790.5","11783","11798","1.950782385889916","1.950503495664359","1.951025464734831","11790.5","11783","11798","0.1975181671542659","0.19743799839791878","0.1975818739070759","11790.5","11783","11798","1.7403082933747258","1.740115148316923","1.740483471563646"
"1471","11806.5","11799","11814","1.9503477527574453","1.9499437686331402","1.9505886228106986","11806.5","11799","11814","0.1973614813527213","0.19725599769993993","0.19742897365774428","11806.5","11799","11814","1.740013206913709","1.7397154619456103","1.740204506533273"
"1473","11822.5","11815","11830","1.949455870120184","1.9491878384538526","1.949991565375101","11822.5","11815","11830","0.19712734360241668","0.19705633433579012","0.19726675566995427","11822.5","11815","11830","1.7393719454711838","1.7391482910878977","1.739766500180676"
"1475","11838.5","11831","11846","1.9495593969144116","1.949166335574018","1.9498176484737757","11838.5","11831","11846","0.1972178747769649","0.19710868694296704","0.19729735298619439","11838.5","11831","11846","1.7393890810135846","1.7391017563349274","1.7395706189610567"
"1477","11854.5","11847","11862","1.9489404825783396","1.9485957055276142","1.9492507507771621","11854.5","11847","11862","0.1970758632258113","0.19698415567045627","0.1971777845312048","11854.5","11847","11862","1.7388978934531347","1.7386462754673428","1.739102652926504"
"1479","11870.5","11863","11878","1.9486984161705523","1.9483345488798782","1.9490136318915599","11870.5","11863","11878","0.19705465117835266","0.19693429750918243","0.1971588758667847","11870.5","11863","11878","1.7386671619457568","1.738431737719593","1.7388715910481978"
"1481","11886.5","11879","11894","1.9478315770407792","1.9476465661475","1.948140093331696","11886.5","11879","11894","0.19680417172620554","0.1967376304116655","0.19689484402056665","11886.5","11879","11894","1.7380542250613975","1.7379339687367703","1.7382729886680521"
"1483","11902.5","11895","11910","1.947954243487386","1.9475795409569079","1.9483908802095924","11902.5","11895","11910","0.19682048807991892","0.1967060234645003","0.19694530220297685","11902.5","11895","11910","1.7381716702789798","1.7379151443600416","1.7384763267875418"
"1485","11918.5","11911","11926","1.9480621117967614","1.94786864563435","1.9482121102343826","11918.5","11911","11926","0.19689580133807746","0.19683692856349022","0.1969578705055821","11918.5","11911","11926","1.738204720108435","1.738075061801641","1.7382858126683343"
"1487","11934.5","11927","11942","1.9475307234262018","1.947340668701544","1.94765797351536","11934.5","11927","11942","0.19676684534183408","0.19670329886934032","0.196800458640383","11934.5","11927","11942","1.7378180239409913","1.7376941097738021","1.737908589003379"
"1489","11950.5","11943","11958","1.9473406874087125","1.9471767469866192","1.947508497136036","11950.5","11943","11958","0.1967414796268883","0.19669296231800987","0.1967888704978261","11950.5","11943","11958","1.7376649588381388","1.7375502194990864","1.737784160617156"
"1491","11966.5","11959","11974","1.9477133539457707","1.9475955296689131","1.9479134862239544","11966.5","11959","11974","0.19687925381902674","0.1968480238998969","0.1969192387958685","11966.5","11959","11974","1.7379021336336862","1.7378161623721986","1.738063365029983"
"1493","11982.5","11975","11990","1.9473355178558684","1.9472183034481705","1.9473915112533797","11982.5","11975","11990","0.19683285349634042","0.19677907906620107","0.19688188798736708","11982.5","11975","11990","1.7375754512847734","1.7375169553350278","1.737640487711604"
"1495","11998.5","11991","12006","1.9466755975692802","1.9465477270763958","1.9468827926835348","11998.5","11991","12006","0.19670608643837031","0.19666189558653735","0.19677272136221777","11998.5","11991","12006","1.7370427750654585","1.7369600460577423","1.7371847406029701"
"1497","12014.5","12007","12022","1.9464167079961474","1.9463330976890796","1.9465146909157436","12014.5","12007","12022","0.19667679820880574","0.19664905998304508","0.19671305930598185","12014.5","12007","12022","1.7368076629438758","1.7367533401024242","1.7368829076488812"
"1499","12030.5","12023","12038","1.9466226268949967","1.9465361055509134","1.94667780634604","12030.5","12023","12038","0.19679537765565625","0.1967742004838246","0.19682224675760432","12030.5","12023","12038","1.7368938109714638","1.7368257882548312","1.7369468878623182"
"1501","12046.5","12039","12054","1.9466177902928776","1.9464973767498253","1.946713500451981","12046.5","12039","12054","0.19684558781784517","0.1968035244325371","0.19688045275981889","12046.5","12039","12054","1.7368415528514414","1.7367645762156116","1.7369026906590044"
"1503","12062.5","12055","12070","1.946385756968159","1.9462624042329661","1.9464990947304703","12062.5","12055","12070","0.1968399494917303","0.19680608971519212","0.19686614889197232","12062.5","12055","12070","1.7366138186604347","1.736507545739735","1.7367001738490129"
"1505","12078.5","12071","12086","1.9460781555197038","1.9458669879043737","1.9463114728670166","12078.5","12071","12086","0.19678995873561397","0.19674042399687447","0.19685124511450108","12078.5","12071","12086","1.7363577381343582","1.7361991117835875","1.7365271528841744"
"1507","12094.5","12087","12102","1.9455661749096187","1.9454552817128903","1.945727561201368","12094.5","12087","12102","0.19667242264496504","0.19663397044078257","0.19671389257826774","12094.5","12087","12102","1.7359665066241705","1.7358810659227424","1.7360853555521456"
"1509","12110.5","12103","12118","1.9450873703478195","1.9450360316396411","1.9451482109071916","12110.5","12103","12118","0.1965973246928099","0.19657210173502646","0.19662833538513225","12110.5","12103","12118","1.7355606151306466","1.7355307441690693","1.7356193357130938"
"1511","12126.5","12119","12134","1.9452189398200257","1.9451261786586147","1.945320666458512","12126.5","12119","12134","0.19669423451312787","0.196653965339696","0.19673034371438752","12126.5","12119","12134","1.7355971816791282","1.735542939985692","1.7356606309996268"
"1513","12142.5","12135","12150","1.9451730860343392","1.9450869597645424","1.945249117956571","12142.5","12135","12150","0.196719556621726","0.19668943165528655","0.19674815632365078","12142.5","12135","12150","1.7355276516725981","1.7354718367097832","1.7355798395133457"
"1515","12158.5","12151","12166","1.9451702970341516","1.9450871537740861","1.9452309363927596","12158.5","12151","12166","0.19673778301414935","0.1967078727773494","0.1967600427421869","12158.5","12151","12166","1.7355083930429938","1.7354473770538732","1.7355503104847563"
"1517","12174.5","12167","12182","1.9448641178941735","1.9447363778523037","1.945000283334447","12174.5","12167","12182","0.19668142176239153","0.19664723478612445","0.19671681125102372","12174.5","12167","12182","1.7352616734241697","1.7351681694530305","1.7353621813757667"
"1519","12190.5","12183","12198","1.944849577334228","1.9447651465880476","1.9449623282720794","12190.5","12183","12198","0.1967085255712274","0.1966934112487016","0.19672811027171452","12190.5","12183","12198","1.7352199507034167","1.7351435024799895","1.7353135108280537"
"1521","12206.5","12199","12214","1.9449674094108629","1.9448690807473832","1.9450566660176527","12206.5","12199","12214","0.1968038621640232","0.19676618156549724","0.19682670726353746","12206.5","12199","12214","1.7352417464664556","1.7351756004927616","1.7353135249636196"
"1523","12222.5","12215","12230","1.9447620283683253","1.94470363471819","1.944836983483442","12222.5","12215","12230","0.1967931373662397","0.19677958146385524","0.19680849998849823","12222.5","12215","12230","1.7350482408016812","1.7350034108369248","1.7351100999914424"
"1525","12238.5","12231","12246","1.9447164520705393","1.9446284125038658","1.9447723773949817","12238.5","12231","12246","0.19680767703848084","0.19678843602652832","0.19682639423273535","12238.5","12231","12246","1.7349856859049086","1.7349162009038466","1.7350222242010176"
"1527","12254.5","12247","12262","1.9442900925200115","1.9442159668028454","1.9443934433658918","12254.5","12247","12262","0.19673003759066543","0.19671175124421347","0.19675019063055516","12254.5","12247","12262","1.7346452470524514","1.7345912410360584","1.7347260719537736"
"1529","12270.5","12263","12278","1.943973357088657","1.943928270737009","1.9440277605064498","12270.5","12263","12278","0.1966643940899087","0.19664920324409982","0.1966778731452481","12270.5","12263","12278","1.7344045103436618","1.734374281660433","1.7344429212571737"
"1531","12286.5","12279","12294","1.9438827230696138","1.9437922918225308","1.9440337510703114","12286.5","12279","12294","0.1966761014294627","0.19665140179274873","0.1967207172691634","12286.5","12279","12294","1.7343104143864665","1.7342451170309265","1.7344148872590592"
"1533","12302.5","12295","12310","1.9435227421483228","1.9433473497970675","1.9436938878473358","12302.5","12295","12310","0.19660051791724464","0.19655222618188267","0.19664766058704902","12302.5","12295","12310","1.7340339105970193","1.7339073426856442","1.7341597512548352"
"1535","12318.5","12311","12326","1.9434087320729723","1.9432783285835993","1.9435130721918168","12318.5","12311","12326","0.19660510964106312","0.1965671932510754","0.19663548455000282","12318.5","12311","12326","1.733915909042834","1.7338229861948777","1.733992031680811"
"1537","12334.5","12327","12342","1.9432146930204126","1.9431360022679112","1.943277426353729","12334.5","12327","12342","0.19660017650633344","0.19658484693397493","0.19662109941745554","12334.5","12327","12342","1.733729833660898","1.7336636422502942","1.7337883408246282"
"1539","12350.5","12343","12358","1.9432437756491396","1.9431428491983729","1.9433579366090201","12350.5","12343","12358","0.1966352270448013","0.19660107646046615","0.1966738075060292","12350.5","12343","12358","1.733727460705406","1.733661677608189","1.733801785393141"
"1541","12366.5","12359","12374","1.9430429619824414","1.9429554045407453","1.9432026196396752","12366.5","12359","12374","0.19661011192320407","0.1965946950878487","0.196648728290803","12366.5","12359","12374","1.733550827613459","1.733477244450037","1.733672206740031"
"1543","12383","12375","12391","1.936489474153486","1.921200931072235","1.9737600088119507","12383","12375","12391","0.19715987058000117","0.19227299094200134","0.21077542006969452","12383","12375","12391","1.726770259820444","1.7160215377807617","1.7514677047729492"
"1545","12399.5","12392","12407","1.9389360671832974","1.9371576888220652","1.9409460147221884","12399.5","12392","12407","0.1974845415957811","0.19682621232100894","0.19814228713512422","12399.5","12392","12407","1.7287112407790848","1.7276620524270194","1.7300612952974108"
"1547","12415.5","12408","12423","1.9375848263397095","1.9353054094314575","1.9401994943618774","12415.5","12408","12423","0.19703793018763627","0.19633192075537398","0.19792712058710016","12415.5","12408","12423","1.7277924429560612","1.726196346282959","1.7295754964535053"
"1549","12431.5","12424","12439","1.936711545034819","1.9353966263105284","1.9381799661751948","12431.5","12424","12439","0.196510595147099","0.196066899681991","0.1969984109052504","12431.5","12424","12439","1.727444799806478","1.7265981492006555","1.7284055996422816"
"1551","12447.5","12440","12455","1.938391512819602","1.937580511905253","1.9393856192336363","12447.5","12440","12455","0.19697497644502696","0.19671668158844113","0.19727441580856547","12447.5","12440","12455","1.728672710622172","1.7281270595267415","1.7293621915228226"
"1553","12463.5","12456","12471","1.9387470996574128","1.9381168903030963","1.9392360525972703","12463.5","12456","12471","0.19705132619021398","0.19685226243845425","0.19720356218343557","12463.5","12456","12471","1.728932733919417","1.7284931080681938","1.729288954594556"
"1555","12479.5","12472","12487","1.9384626755526022","1.937939580749063","1.9388650314292717","12479.5","12472","12487","0.19706361517372098","0.19691514099637666","0.1971683354683258","12479.5","12472","12487","1.728624193097202","1.7282609477931379","1.7289124811114978"
"1557","12495.5","12488","12503","1.937846803435289","1.937560218390419","1.9383525524179308","12495.5","12488","12503","0.19689161752372752","0.19680594330791823","0.19700388473197505","12495.5","12488","12503","1.7281968778101395","1.7279917362001207","1.728590488433838"
"1559","12511.5","12504","12519","1.938934700011689","1.9387399930220384","1.9391480688679261","12511.5","12504","12519","0.19724699394513143","0.19720550767625822","0.1972998065401369","12511.5","12504","12519","1.7289212572754866","1.7287670800319084","1.7290872181473622"
"1561","12527.5","12520","12535","1.9371696629263784","1.9368284064651335","1.937647159536817","12527.5","12520","12535","0.19679055448668065","0.19669507828934882","0.196926607392651","12527.5","12520","12535","1.7276528970883125","1.7274149176258369","1.7279774511561674"
"1563","12543.5","12536","12551","1.9358216228715732","1.9353531181272063","1.9363322891294956","12543.5","12536","12551","0.19644066454620734","0.19631110298309443","0.196567798871547","12543.5","12536","12551","1.7266583281451209","1.7263195356213434","1.7270462300628424"
