"global_step","Group: general-distillation - _step","Group: general-distillation - _step__MIN","Group: general-distillation - _step__MAX","Group: general-distillation - att_loss","Group: general-distillation - att_loss__MIN","Group: general-distillation - att_loss__MAX","Group: general-distillation-attn - _step","Group: general-distillation-attn - _step__MIN","Group: general-distillation-attn - _step__MAX","Group: general-distillation-attn - att_loss","Group: general-distillation-attn - att_loss__MIN","Group: general-distillation-attn - att_loss__MAX","Group: general-distillation-rep - _step","Group: general-distillation-rep - _step__MIN","Group: general-distillation-rep - _step__MAX","Group: general-distillation-rep - att_loss","Group: general-distillation-rep - att_loss__MIN","Group: general-distillation-rep - att_loss__MAX"
"603","4850.5","4843","4858","3.669098402105816","3.66803496606656","3.670160767028892","4850.5","4843","4858","3.472744588439987","3.471869127907285","3.4736831438345988","4850.5","4843","4858","47.880571612930964","47.862459320771066","47.89400110182958"
"605","4866.5","4859","4874","3.667552354267329","3.666647837149403","3.668547921793588","4866.5","4859","4874","3.471684017573913","3.4707406707541653","3.4727066148660275","4866.5","4859","4874","47.96313077406078","47.93017230195514","47.99088733263384"
"607","4882.5","4875","4890","3.668324398297263","3.6677414301918585","3.6689526178209664","4882.5","4875","4890","3.4727910624426968","3.472280441266805","3.4733156052436165","4882.5","4875","4890","48.06263338971325","48.04185718395671","48.085034236657755"
"609","4898.5","4891","4906","3.666661491308005","3.665469524085931","3.6675090546172764","4898.5","4891","4906","3.471606896445014","3.470531693618595","3.47235839199808","4898.5","4891","4906","48.148505670614234","48.134856379221354","48.16092304143971"
"611","4914.5","4907","4922","3.666833605383877","3.666208658621474","3.667289124393915","4914.5","4907","4922","3.4721212411685776","3.4714702349442703","3.4726347609153856","4914.5","4907","4922","48.247582977939715","48.215675893196696","48.27841790728095"
"613","4930.5","4923","4938","3.6653840818903465","3.665019377899879","3.665707171678763","4930.5","4923","4938","3.4711076570576425","3.470740329820427","3.471444425160205","4930.5","4923","4938","48.33479679782206","48.304878736609844","48.366600005036666"
"615","4946.5","4939","4954","3.6651314120158087","3.664927834946645","3.6653338465271132","4946.5","4939","4954","3.471214830855999","3.4709700299603905","3.471416614650082","4946.5","4939","4954","48.43333600870221","48.404573599497475","48.459456913379604"
"617","4962.5","4955","4970","3.665968705112735","3.665007730981578","3.6664021648991274","4962.5","4955","4970","3.4723528111386925","3.471510949342147","3.472702120562412","4962.5","4955","4970","48.5533163162286","48.5297124889535","48.5694695383752"
"619","4978.5","4971","4986","3.6640342986719805","3.663830823515543","3.6643027325370388","4978.5","4971","4986","3.470908911492176","3.470649449996752","3.4712241414033014","4978.5","4971","4986","48.62558355648222","48.60296377090559","48.65249767287344"
"621","4994.5","4987","5002","3.6641914059397007","3.6638401512272103","3.6646582008992317","4994.5","4987","5002","3.4714366886590993","3.4711222089026585","3.471824753918125","4994.5","4987","5002","48.71161928612477","48.68889520009359","48.73368633882499"
"623","5010.5","5003","5018","3.6647314092845233","3.6644301118641875","3.665027592301177","5010.5","5003","5018","3.472292525460559","3.47194893130034","3.4726419439292853","5010.5","5003","5018","48.81918158122603","48.79131394237667","48.84786057950213"
"625","5026.5","5019","5034","3.6637531606247324","3.663027330743315","3.664257418367222","5026.5","5019","5034","3.471735306435076","3.4711121247967642","3.472184968238933","5026.5","5019","5034","48.90322407028222","48.88436069669603","48.9195029621855"
"627","5042.5","5035","5050","3.6618757907293444","3.661105236814075","3.66271974601775","5042.5","5035","5050","3.470294976143983","3.4696242765582546","3.471048246813885","5042.5","5035","5050","48.98549089514124","48.96809153497955","48.99609967136456"
"629","5058.5","5051","5066","3.6608480865231616","3.659806355024041","3.6618095024163466","5058.5","5051","5066","3.4696792926574185","3.468797706439259","3.470495771392282","5058.5","5051","5066","49.06490064161036","49.05090527642042","49.07634307019934"
"631","5074.5","5067","5082","3.6588100409533015","3.658303674999109","3.659125538576931","5074.5","5067","5082","3.468172790719533","3.467772573362792","3.468489278050737","5074.5","5067","5082","49.13217321586968","49.10956596486709","49.148418537486684"
"633","5090.5","5083","5098","3.656600937463277","3.6562797667044586","3.656907909217922","5090.5","5083","5098","3.466445127883667","3.4661392216345","3.4667888282458663","5090.5","5083","5098","49.19597703626767","49.1765033642508","49.22400120055328"
"635","5106.5","5099","5114","3.655579689005256","3.6550439828961485","3.6559488946620107","5106.5","5099","5114","3.4658526970837578","3.465416079018164","3.4662059184806817","5106.5","5099","5114","49.27653108313616","49.255048049969616","49.293886090584145"
"637","5122.5","5115","5130","3.5260055736254436","3.511454512091244","3.5410816287994384","5122.5","5115","5130","3.3595551498895673","3.346617754767923","3.3737018489837647","5122.5","5115","5130","52.197444153032514","51.76155673756319","52.48306762695312"
"639","5138.5","5131","5146","3.5585726014732795","3.55164957424951","3.5658897269855845","5138.5","5131","5146","3.3899984451571137","3.383429141271682","3.396872767535123","5138.5","5131","5146","52.74005692317228","52.61810747782389","52.83702120287665"
"641","5154.5","5147","5162","3.5439078828302546","3.5399142842233915","3.551134801925497","5154.5","5147","5162","3.3773353832934245","3.373307157445837","3.3843899534103716","5154.5","5147","5162","52.51206565457792","52.42537026405334","52.59311899225762"
"643","5170.5","5163","5178","3.540480392796945","3.535619652271271","3.5456634568316594","5170.5","5163","5178","3.375060218875258","3.37053945461909","3.3798727158989226","5170.5","5163","5178","52.51190978178074","52.42585465113322","52.58801426206316"
"645","5186.5","5179","5194","3.545847937001365","3.5442779842688115","3.549228333479521","5186.5","5179","5194","3.380356212763174","3.3788172258000797","3.383546259229546","5186.5","5179","5194","52.67610311833854","52.63767159612555","52.698923360890355"
"647","5202.5","5195","5210","3.544913945068023","3.5363542559471997","3.551551234214864","5202.5","5195","5210","3.3801629959565465","3.3721359927545893","3.3865293860435486","5202.5","5195","5210","52.76694598464677","52.61169797723944","52.87491100392443"
"649","5218.5","5211","5226","3.55376085407463","3.5515189837505465","3.555695092110407","5218.5","5211","5226","3.3889924112920995","3.386740270949088","3.390705017816453","5218.5","5211","5226","52.96084375707255","52.91996542763371","52.99637369403925"
"651","5234.5","5227","5242","3.5536065045321066","3.5507374354771204","3.5569752069908804","5234.5","5227","5242","3.3890771571399427","3.386286822143866","3.3923426951010396","5234.5","5227","5242","53.02337445462539","52.97860059154277","53.05721044164943"
"653","5250.5","5243","5258","3.5525884159988923","3.550295035044352","3.5542245494735822","5250.5","5243","5258","3.388348800609143","3.386139527345315","3.3899561675278456","5250.5","5243","5258","53.10798646555323","53.038724184036255","53.15099006786681"
"655","5266.5","5259","5274","3.55492071950747","3.5536742225383064","3.5561462169291507","5266.5","5259","5274","3.391086009763204","3.3899975048630773","3.3922557815478163","5266.5","5259","5274","53.156092843966654","53.13607575758448","53.17306146803935"
"657","5282.5","5275","5290","3.554929266617706","3.552854982508019","3.55671169261429","5282.5","5275","5290","3.391296097550475","3.389355683532847","3.39294368990006","5282.5","5275","5290","53.211919185632134","53.182375635419575","53.22890516769054"
"659","5298.5","5291","5306","3.5541345591254427","3.552121969178202","3.5564998304521716","5298.5","5291","5306","3.390849035435978","3.389038953083925","3.393049404427812","5298.5","5291","5306","53.265726065359075","53.24580857614991","53.28684774608459"
"661","5314.5","5307","5322","3.5467428245554378","3.5438597802677108","3.549258464604468","5314.5","5307","5322","3.3842204468422548","3.3815887095564503","3.3865162608635364","5314.5","5307","5322","53.25126326959156","53.22930615404328","53.265786406405255"
"663","5330.5","5323","5338","3.5474945366175503","3.5467796017523527","3.548438668517725","5330.5","5323","5338","3.385243848665933","3.3845930844545364","3.386169932832654","5330.5","5323","5338","53.34691640317871","53.32767317030165","53.3730146932922"
"665","5346.5","5339","5354","3.5465666898838113","3.5453754454284088","3.548439102440045","5346.5","5339","5354","3.384635434969718","3.3835295481611256","3.3863557381876586","5346.5","5339","5354","53.40599220841925","53.390985435796246","53.41933814651298"
"667","5362.5","5355","5370","3.5496938583638067","3.5487184567797567","3.5503122149489994","5362.5","5355","5370","3.387780203746716","3.3868790297738967","3.3883739550282637","5362.5","5355","5370","53.50568439646813","53.47817791661909","53.53198575786516"
"669","5378.5","5371","5386","3.548466393424145","3.548122477664134","3.5492485434530407","5378.5","5371","5386","3.3868906471360534","3.3865477015069647","3.3876726324387016","5378.5","5371","5386","53.56658665025953","53.53997987689394","53.59424737891659"
"671","5394.5","5387","5402","3.550036481691158","3.5477112332287564","3.5513039918072455","5394.5","5387","5402","3.388545337168397","3.386432804712435","3.3896901459820503","5394.5","5387","5402","53.65671551762493","53.64409378264424","53.670232411434775"
"673","5410.5","5403","5418","3.5477070466314395","3.5467241035925374","3.548943855292024","5410.5","5403","5418","3.386561310435261","3.385555990241669","3.3877339853490875","5410.5","5403","5418","53.70727115029761","53.67295760077399","53.7210846264101"
"675","5426.5","5419","5434","3.545192602335134","3.5440578235265536","3.546107497230266","5426.5","5419","5434","3.3845576300867126","3.3833792473261175","3.3854734946346885","5426.5","5419","5434","53.73937144292822","53.7075627543294","53.764889171288445"
"677","5442.5","5435","5450","3.544238824784301","3.5437462808129316","3.544699218377764","5442.5","5435","5450","3.3839740790226758","3.3835393229644457","3.384404698226167","5442.5","5435","5450","53.79744847032399","53.77821333233903","53.81024598577872"
"679","5458.5","5451","5466","3.5435496408632465","3.5425187323883622","3.5444811275928694","5458.5","5451","5466","3.3835732564115473","3.38266564297303","3.38440842676714","5458.5","5451","5466","53.84961840716932","53.83723723056705","53.85690712453293"
"681","5474.5","5467","5482","3.542933490990235","3.542400290595738","3.5436153226685754","5474.5","5467","5482","3.3832561349822567","3.3827815895581113","3.3838575216999662","5474.5","5467","5482","53.92824766983265","53.90580577850342","53.950865533472246"
"683","5490.5","5483","5498","3.5385815310021456","3.5381081423222622","3.5393976676971355","5490.5","5483","5498","3.3793770137006875","3.378877085565731","3.380106106083444","5490.5","5483","5498","53.9434479435059","53.93358499088769","53.9552752806901"
"685","5506.5","5499","5514","3.536620407452588","3.5361286497355104","3.5372250352414127","5506.5","5499","5514","3.3778571853066666","3.377458325603552","3.3783903842044967","5506.5","5499","5514","53.975851999969116","53.95303832268228","53.99596530594426"
"687","5522.5","5515","5530","3.5368130939553777","3.5363276200122145","3.5372709172195473","5522.5","5515","5530","3.378340695404045","3.377908150259271","3.3787713604831926","5522.5","5515","5530","54.040717696742604","54.02583040643147","54.05134509726999"
"689","5538.5","5531","5546","3.5362036812360538","3.535726669385313","3.5367164503947213","5538.5","5531","5546","3.3779770705508865","3.3775104618296115","3.3785439538845052","5538.5","5531","5546","54.10540710171357","54.09419131278992","54.11608757346903"
"691","5554.5","5547","5562","3.5356675940321995","3.5353997464671796","3.5360241636248353","5554.5","5547","5562","3.377726156772553","3.3774571629369787","3.37807505551822","5554.5","5547","5562","54.160341780291425","54.14246230125427","54.17660584332425"
"693","5570.5","5563","5578","3.5353395618103796","3.5342956884375916","3.5361029538807336","5570.5","5563","5578","3.3777019025126127","3.3767701729842448","3.3784091438899493","5570.5","5563","5578","54.211391076290866","54.20079224988034","54.22318117558891"
"695","5586.5","5579","5594","3.533686039369871","3.5328964488346037","3.534230190194522","5586.5","5579","5594","3.376373146181727","3.3756322377369186","3.3768772258174455","5586.5","5579","5594","54.26469436258454","54.246897107463774","54.28713533403478"
"697","5602.5","5595","5610","3.534529175121018","3.5338847422189144","3.535388680266552","5602.5","5595","5610","3.3774527243398533","3.376888178039829","3.378192860327783","5602.5","5595","5610","54.347910978818106","54.33517305577388","54.365912444175315"
"699","5618.5","5611","5626","3.5358011956643813","3.535229810756309","3.536184104656544","5618.5","5611","5626","3.3788576208329033","3.3782635264401395","3.3792907334026587","5618.5","5611","5626","54.44347265209598","54.42598335326664","54.46092738713687"
"701","5634.5","5627","5642","3.5359367609806305","3.535080439069678","3.536904977961174","5634.5","5627","5642","3.379233105306956","3.378390921283363","3.3802051334019523","5634.5","5627","5642","54.525811751447876","54.498767266470466","54.55877881163104"
"703","5650.5","5643","5658","3.5337141476999863","3.533370295128265","3.5343340017012697","5650.5","5643","5658","3.3773247733167775","3.3769882466222447","3.3778758989786035","5650.5","5643","5658","54.57320481042315","54.555278604035045","54.588982793532494"
"705","5666.5","5659","5674","3.5328276770011993","3.5324353628628993","3.5333873783301444","5666.5","5659","5674","3.3766877062484446","3.376327016214619","3.377183538324693","5666.5","5659","5674","54.64444765310826","54.62766731994739","54.66867029634941"
"707","5682.5","5675","5690","3.5300725175072643","3.528938852528921","3.5311425342408835","5682.5","5675","5690","3.3742673089770747","3.373238266705431","3.375254266180275","5682.5","5675","5690","54.68567275869026","54.67458469766966","54.692483832196494"
"709","5698.5","5691","5706","3.5275640019900725","3.526938712707739","3.5279718678152197","5698.5","5691","5706","3.3720855984572","3.3715479442570597","3.372442222089084","5698.5","5691","5706","54.73281128220603","54.713168059309865","54.74444417880938"
"711","5714.5","5707","5722","3.527017225720866","3.5267463916540147","3.5272318417357766","5714.5","5707","5722","3.3717958128571657","3.3714855851729713","3.372036145645895","5714.5","5707","5722","54.805881279824774","54.78703143119812","54.826691436767575"
"713","5730.5","5723","5738","3.5272484195374245","3.5268530780004586","3.5276724150779253","5730.5","5723","5738","3.3722145359112403","3.371795716073349","3.3726929008434943","5730.5","5723","5738","54.88865590417761","54.87117069983811","54.910575395597874"
"715","5746.5","5739","5754","3.527696305123951","3.5272377291312353","3.5280200292394905","5746.5","5739","5754","3.3728845761939934","3.3724270348293173","3.3732371423466305","5746.5","5739","5754","54.964973319786814","54.94568899915188","54.99079062586375"
"717","5762.5","5755","5770","3.5273431677558067","3.5268284132577303","3.5276512029444045","5762.5","5755","5770","3.3727971123695624","3.3723388745206497","3.3730716016272413","5762.5","5755","5770","55.040061943888354","55.02451164339796","55.0591004878669"
"719","5778.5","5771","5786","3.5276063037431102","3.526914515250313","3.5280777689922287","5778.5","5771","5786","3.3732728692516005","3.3726599319426764","3.373662806598537","5778.5","5771","5786","55.115324794542936","55.10727531938668","55.12295035633707"
"721","5794.5","5787","5802","3.5248557536113685","3.5239931936681708","3.5260210876955704","5794.5","5787","5802","3.3709148461845144","3.370121458673129","3.3719574213027954","5794.5","5787","5802","55.14951901972026","55.14259569826182","55.16262655917081"
"723","5810.5","5803","5818","3.524004185908506","3.52351041829747","3.5242699133364903","5810.5","5803","5818","3.3703647784365427","3.369960109308076","3.370655375668126","5810.5","5803","5818","55.204208587646825","55.1882665925803","55.21730319998543"
"725","5826.5","5819","5834","3.521744373928918","3.521061398705925","3.5223077312949","5826.5","5819","5834","3.368476974073307","3.367887079176508","3.3689266694395728","5826.5","5819","5834","55.23550450579581","55.22345664673279","55.24766162503834"
"727","5842.5","5835","5850","3.5211527162771104","3.520808701609204","3.5216508381641827","5842.5","5835","5850","3.3681793768308292","3.3678893477091547","3.3686028907259744","5842.5","5835","5850","55.29107742386443","55.28035268475932","55.306349202889166"
"729","5858.5","5851","5866","3.5419124970938602","3.520857572555542","3.559487740198771","5858.5","5851","5866","3.3987394842407745","3.378587694168091","3.415904930659703","5858.5","5851","5866","59.025236942875644","58.433099031448364","59.2253066753519"
"731","5874.5","5867","5882","3.532819234557336","3.526478900909424","3.5369428374550558","5874.5","5867","5882","3.39081174832892","3.3849413108825686","3.3950499404560435","5874.5","5867","5882","58.72879890421118","58.632841791425435","58.843078431628996"
"733","5890.5","5883","5898","3.5239395726548297","3.516109872431982","3.5326474148740052","5890.5","5883","5898","3.3821850372033477","3.374722611336481","3.3904088004942863","5890.5","5883","5898","58.62562068021302","58.49678683280945","58.78646300941385"
"735","5906.5","5899","5914","3.5286198392468027","3.5203223510051336","3.5330581068992615","5906.5","5899","5914","3.3868232498656585","3.37911456588685","3.391142427921295","5906.5","5899","5914","58.8755257447195","58.746716356652925","58.95263353983561"
"737","5922.5","5915","5930","3.4973183514866286","3.4918083394848325","3.5026898317866855","5922.5","5915","5930","3.3575380374070525","3.352462000816873","3.362619454662005","5922.5","5915","5930","58.522033373561136","58.473759585206615","58.57439838515388"
"739","5938.5","5931","5946","3.493768211600372","3.4909606757084966","3.4965264210526232","5938.5","5931","5946","3.3543847528541852","3.3517144911855623","3.3569883950717787","5938.5","5931","5946","58.480076515706884","58.44157550874995","58.506635516101774"
"741","5954.5","5947","5962","3.5013585866510892","3.4973598848689686","3.503995692785917","5954.5","5947","5962","3.3617977426070818","3.3580847350033847","3.3643338937714624","5954.5","5947","5962","58.564968968725935","58.510828746448865","58.60010125901964"
"743","5970.5","5963","5978","3.500926704179822","3.498760596443625","3.503523359453775","5970.5","5963","5978","3.3618548771831707","3.359837615256216","3.3643186557583693","5970.5","5963","5978","58.53801236251878","58.49982877415935","58.572720273335776"
"745","5986.5","5979","5994","3.5023915392588685","3.50080622508849","3.5042988753818967","5986.5","5979","5994","3.3633486288092556","3.3618282346061736","3.3651429981618493","5986.5","5979","5994","58.6459333516125","58.58833385916317","58.6935086399836"
"747","6002.5","5995","6010","3.5081537035913284","3.5075861097950685","3.508992656780656","6002.5","5995","6010","3.368962849514424","3.368412159218773","3.369683794155242","6002.5","5995","6010","58.717265291105925","58.69606051946941","58.74223920768331"
"749","6018.5","6011","6026","3.508199782898449","3.505725091901319","3.5105982428072484","6018.5","6011","6026","3.3691854784725903","3.3668874262393205","3.371467070845215","6018.5","6011","6026","58.80224421824096","58.77922545904401","58.823057348077946"
"751","6034.5","6027","6042","3.505726857438924","3.5042471407585847","3.507573646355189","6034.5","6027","6042","3.367024925349167","3.365628284640551","3.3687914201834133","6034.5","6027","6042","58.823964656209114","58.80808939468263","58.83993339538574"
"753","6050.5","6043","6058","3.4996127673929323","3.498351231509564","3.5005057363438783","6050.5","6043","6058","3.3614959729017952","3.360303441683451","3.362305137714736","6050.5","6043","6058","58.82198393396314","58.800892186282304","58.83799199619247"
"755","6066.5","6059","6074","3.5000117484149778","3.498193713642607","3.500970505453922","6066.5","6059","6074","3.36212614911441","3.360469184999231","3.363011790094552","6066.5","6059","6074","58.91057721855861","58.89801660586174","58.92370151876045"
"757","6082.5","6075","6090","3.498405035176273","3.496744766831398","3.4995450461538216","6082.5","6075","6090","3.3606372828086215","3.3590636931616684","3.361730650851601","6082.5","6075","6090","58.95713883109432","58.90695753590814","58.989965450838675"
"759","6098.5","6091","6106","3.496227079643075","3.4944113784471518","3.4975861839709745","6098.5","6091","6106","3.3587397156985674","3.35703852541641","3.3599521005320883","6098.5","6091","6106","59.01535637981553","58.99347688284357","59.03016737249266"
"761","6114.5","6107","6122","3.4956552817729722","3.4951543267746543","3.496353966335081","6114.5","6107","6122","3.358469672242092","3.3579829417810902","3.3591033863571456","6114.5","6107","6122","59.04329101985115","59.03066613498392","59.06823805638659"
"763","6130.5","6123","6138","3.495524375866838","3.4945230729626506","3.4967364284635005","6130.5","6123","6138","3.3584674744197804","3.3574939163709407","3.3596715171162677","6130.5","6123","6138","59.11520691819044","59.08739113003068","59.14613519728391"
"765","6146.5","6139","6154","3.4925342354825344","3.4899860832950855","3.495407541055937","6146.5","6139","6154","3.3559445301110564","3.3535629314164517","3.358607694506645","6146.5","6139","6154","59.104175832367744","59.07984344836689","59.143060439341774"
"767","6162.5","6155","6170","3.4861149570729637","3.4850027930568643","3.4873895041453533","6162.5","6155","6170","3.3500336559069486","3.3490372174222705","3.3511770180402656","6162.5","6155","6170","59.06806654584759","59.05048863421563","59.082234228515624"
"769","6178.5","6171","6186","3.4831761577757927","3.481816233094059","3.484326569600539","6178.5","6171","6186","3.3474806881582517","3.3462425249726024","3.3485546057874505","6178.5","6171","6186","59.071055669558575","59.05724101023631","59.08800864907064"
"771","6194.5","6187","6202","3.4798756798944397","3.4792409574883614","3.4804668605155835","6194.5","6187","6202","3.3445805528841945","3.344028348596687","3.345139980316162","6194.5","6187","6202","59.093702020303","59.074397060798454","59.10484653651969"
"773","6210.5","6203","6218","3.4784000041620153","3.4773845046057907","3.479284126901887","6210.5","6203","6218","3.3433828647883685","3.3424229786768658","3.344225406972437","6210.5","6203","6218","59.12364400706239","59.10472812441831","59.14393278887483"
"775","6226.5","6219","6234","3.4793087593022545","3.478236706968703","3.4801129194163773","6226.5","6219","6234","3.3443923119475403","3.343401779251894","3.34513276279288","6226.5","6219","6234","59.21245491311756","59.19854280796457","59.22317941703049"
"777","6242.5","6235","6250","3.4780083014146914","3.4773314736214687","3.4785839901625657","6242.5","6235","6250","3.3434007482708843","3.342839998954229","3.3438926355832708","6242.5","6235","6250","59.22644851042489","59.22021267852005","59.234800676756265"
"779","6258.5","6251","6266","3.477078430126841","3.4764103235320496","3.4779205914664297","6258.5","6251","6266","3.342775760403449","3.342187797980188","3.3435413402618073","6258.5","6251","6266","59.26527632216677","59.252280508102004","59.273624369179785"
"781","6274.5","6267","6282","3.4751801438173446","3.4748306414495485","3.475842535149622","6274.5","6267","6282","3.3412103020994355","3.3408428544023203","3.341886165665417","6274.5","6267","6282","59.2943185043877","59.278261795043946","59.3176305111489"
"783","6290.5","6283","6298","3.4759869672078008","3.475428017291277","3.4763346187669226","6290.5","6283","6298","3.3421323148868964","3.3416637774952296","3.342429414593796","6290.5","6283","6298","59.3609278975019","59.34338307380676","59.371860615092366"
"785","6306.5","6299","6314","3.47659929198957","3.476067376424031","3.4770218348683146","6306.5","6299","6314","3.3429688264348907","3.342415999217206","3.343427480103","6306.5","6299","6314","59.42403457955925","59.40192201495301","59.44293563497105"
"787","6322.5","6315","6330","3.478442716458464","3.478153446141411","3.478891891415648","6322.5","6315","6330","3.344835810452133","3.3445576479455004","3.3452969143580193","6322.5","6315","6330","59.51922437573658","59.51001588125077","59.53301572201142"
"789","6338.5","6331","6346","3.4773105348715645","3.4770104179749493","3.477644801260856","6338.5","6331","6346","3.3439818479112082","3.343731414220978","3.3443258362978243","6338.5","6331","6346","59.550595580467146","59.54333781515543","59.56038559529664"
"791","6354.5","6347","6362","3.475864186451266","3.47536551624478","3.476404057031108","6354.5","6347","6362","3.342758938109831","3.342293493874181","3.343235681503568","6354.5","6347","6362","59.58054392780209","59.5693230699575","59.5995866844498"
"793","6370.5","6363","6378","3.474018906190238","3.473260365022465","3.4751563037817297","6370.5","6363","6378","3.341155703724923","3.3404430281424045","3.342214403014917","6370.5","6363","6378","59.62415222374026","59.614217789326574","59.64044599126301"
"795","6386.5","6379","6394","3.4724839498043565","3.471900276764197","3.4728864340870467","6386.5","6379","6394","3.3398798512561","3.339350148170225","3.3402658224105837","6386.5","6379","6394","59.66387160514794","59.64597941512492","59.675674628858864"
"797","6402.5","6395","6410","3.472186036546242","3.4705998047427262","3.4726797440926807","6402.5","6395","6410","3.3397917629486877","3.338350552975652","3.340266985430134","6402.5","6395","6410","59.700623036310304","59.68398339115583","59.7087760130136"
"799","6418.5","6411","6426","3.468699409136349","3.4681813247118605","3.4697426969583556","6418.5","6411","6426","3.336682990784959","3.3362050642630487","3.3376519378068266","6418.5","6411","6426","59.69424293280306","59.68820348371539","59.70003883368445"
"801","6434.5","6427","6442","3.467675734018783","3.4672650881652443","3.4683718386592752","6434.5","6427","6442","3.3359071703986363","3.3354855243412476","3.33660709948786","6434.5","6427","6442","59.746776811197115","59.72780384102913","59.765028566752925"
"803","6450.5","6443","6458","3.466211872805469","3.465488470714875","3.46709535070432","6450.5","6443","6458","3.3347010719777406","3.3340163136238496","3.335540494055447","6450.5","6443","6458","59.78069750928134","59.76993185679118","59.79257901666586"
"805","6466.5","6459","6474","3.4646969206895295","3.4641608528871157","3.4654131012207814","6466.5","6459","6474","3.3334238267499128","3.332883546500796","3.334154492970646","6466.5","6459","6474","59.813227793242696","59.80358565740987","59.83228260398198"
"807","6482.5","6475","6490","3.4645885723027106","3.4641703505542396","3.4651517134302745","6482.5","6475","6490","3.333491098913601","3.333064297756626","3.3340631119422643","6482.5","6475","6490","59.86154711665033","59.84917138086111","59.87463947827454"
"809","6498.5","6491","6506","3.4634189649165092","3.4630193576136277","3.4637589772542317","6498.5","6491","6506","3.332611562234989","3.332184825939864","3.3329449379581146","6498.5","6491","6506","59.88600069990353","59.870591520712075","59.8995131165994"
"811","6514.5","6507","6522","3.463437569123516","3.4632047946773357","3.4637522473033653","6514.5","6507","6522","3.33279877941673","3.3326076539594736","3.3330407235995834","6514.5","6507","6522","59.95080634287023","59.93568538955677","59.96114803834008"
"813","6530.5","6523","6538","3.4643227283411457","3.463960433635544","3.4645868671105604","6530.5","6523","6538","3.3338196493251813","3.3334591677111964","3.334087758756397","6530.5","6523","6538","60.01885720868253","60.00574177854202","60.02773378684304"
"815","6546.5","6539","6554","3.463501957178202","3.4632566646863054","3.4638841247084127","6546.5","6539","6554","3.333254979392567","3.3329944921650765","3.333660927747443","6546.5","6539","6554","60.046999877082314","60.03452377647717","60.06445189410266"
"817","6562.5","6555","6570","3.4645970903834113","3.4642694793390425","3.4649039955086143","6562.5","6555","6570","3.3344568970432498","3.334104358312789","3.3347790804565407","6562.5","6555","6570","60.11548361372985","60.10139727056696","60.130067993651835"
"819","6582.5","6571","6594","3.447242504795018","3.238712787628174","3.5255479379133745","6582.5","6571","6594","3.3229657791588827","3.120802879333496","3.4032363241369072","6582.5","6571","6594","61.514607637913635","60.11534627278646","63.65251541137695"
"821","6602.5","6595","6610","3.463704587128228","3.4496700366338096","3.483721580260839","6602.5","6595","6610","3.3426168650611316","3.329044597489493","3.3614907386975412","6602.5","6595","6610","62.50947746798831","62.20864486694336","62.85717646280924"
"823","6618.5","6611","6626","3.464787536589078","3.455661837734393","3.4712621434529622","6618.5","6611","6626","3.344422099181496","3.3355693959478123","3.3507516288757326","6618.5","6611","6626","62.540768883142164","62.438589864702365","62.64084157307943"
"825","6634.5","6627","6642","3.4712761251848554","3.4636874349267632","3.476328978538513","6634.5","6627","6642","3.350708598375399","3.3434289425343007","3.355610828399658","6634.5","6627","6642","62.623811139526985","62.55111036495287","62.68377982245551"
"827","6650.5","6643","6658","3.45953621850275","3.454873306767924","3.463074658598219","6650.5","6643","6658","3.3399980891917402","3.3356377178138787","3.343448381764548","6650.5","6643","6658","62.5546316605516","62.464634288441054","62.6209713406033"
"829","6666.5","6659","6674","3.4478444067506344","3.4442659925531456","3.4510183987163363","6666.5","6659","6674","3.3289326601068088","3.32554746851509","3.331972652957553","6666.5","6659","6674","62.39778452701808","62.31989877223968","62.46225038800921"
"831","6682.5","6675","6690","3.4503324583985515","3.4480862738517337","3.4536832086741924","6682.5","6675","6690","3.3314403014110168","3.3293346438916203","3.3346807348231473","6682.5","6675","6690","62.49025278031331","62.42575415984023","62.53306036512253"
"833","6698.5","6691","6706","3.448015041733967","3.4441522055590004","3.4530832205276822","6698.5","6691","6706","3.329406254308669","3.3257413695001197","3.3342069850738394","6698.5","6691","6706","62.46186855791387","62.40489325564132","62.5281899464703"
"835","6714.5","6707","6722","3.440845002750775","3.438527206274179","3.4437725473070677","6714.5","6707","6722","3.322696034637449","3.3205421411074125","3.3254412434801295","6714.5","6707","6722","62.37559715265712","62.33806084852952","62.43529794840795"
"837","6730.5","6723","6738","3.4381577219700303","3.436913006109734","3.439574883534358","6730.5","6723","6738","3.320037029788348","3.3188513925630754","3.3213343285397943","6730.5","6723","6738","62.41409499524186","62.388152020200316","62.45015878235267"
"839","6746.5","6739","6754","3.437919775396064","3.4365477808340703","3.4394540064036847","6746.5","6739","6754","3.319710702345996","3.3184075783088938","3.321122270822525","6746.5","6739","6754","62.524075993601045","62.50181004486548","62.544529421779764"
"841","6762.5","6755","6770","3.439195262079921","3.438050844299961","3.4398382739587263","6762.5","6755","6770","3.321115276215102","3.319981611950297","3.321765903566704","6762.5","6755","6770","62.575062713935985","62.555956874481616","62.58851618207367"
"843","6778.5","6771","6786","3.4377227427975985","3.435840490886143","3.4403511001950218","6778.5","6771","6786","3.31977030400962","3.3180056510033547","3.322271054251152","6778.5","6771","6786","62.61785574305797","62.56389261285464","62.66555154174193"
